OID_	year_of_aff	BA	Grids	agb	Afforest	Deforest	2020pnf	Disturb
4992031	1.991	0.917502771	730	65.2	1994	0	2	0
4992032	1.991	0.745089586	730	44.6	1994	0	2	0
4992033	1.991	0.705899037	730	60.1	1994	0	2	0
4992037	1.991	0.519481047	730	57.9	1994	0	2	0
4992068	1.991	0.504709873	730	6.5	1994	0	2	0
4992069	1.991	0.617907378	730	7.1	1997	0	2	0
4992073	1.991	0.503913026	730	1.4	2018	0	-9999	0
4992083	1.991	0.738092472	730	23.2	1994	0	2	0
4992087	1.991	0.905633013	730	2.1	1994	0	-9999	0
4992089	1.991	0.80338645	730	94.3	1997	0	2	0
4992090	1.991	0.52086282	730	49.6	1994	0	2	0
4992091	1.991	0.569471012	730	123.1	1994	0	2	0
4992092	1.991	0.680625016	730	1.6	1994	0	2	0
4992093	1.991	0.547002016	730	67.8	1994	0	-9999	0
4992094	1.991	0.698280363	730	11.5	1994	0	-9999	0
4992095	1.991	0.554377102	730	15.7	1994	0	-9999	0
4992100	1.991	0.556597454	730	41.1	1994	0	2	0
4992102	1.991	0.555060993	730	0.6	1994	0	2	0
4992103	1.991	0.729334811	730	28.5	1994	0	2	0
4992104	1.991	0.517611251	730	58.7	1994	0	2	0
4992105	1.991	0.54421838	730	68.7	1994	0	2	0
4992106	1.991	0.535235	730	56.7	2001	0	2	0
4992107	1.994	0.693682558	730	11.8	1997	0	2	0
4992108	1.994	0.77608955	730	71.2	1997	0	2	0
4992110	1.994	0.51157341	730	20.1	1997	0	2	0
4992111	1.994	0.624307398	730	19	1997	0	2	0
4992112	1.994	0.520249227	730	29.8	1997	0	2	0
4992113	1.994	0.706611651	730	61.4	1997	0	2	0
4992114	1.994	0.622657671	730	15	1997	0	-9999	0
4992115	1.994	0.542255997	730	36.1	1997	0	2	0
4992118	1.994	0.831162825	730	65.7	1997	0	2	0
4992119	1.994	0.752666328	730	16.9	1997	0	-9999	0
4992120	1.994	0.521910127	730	161.3	1994	0	-9999	0
4992121	1.994	0.899716233	730	48.2	1997	0	-9999	0
4992122	1.994	0.817807288	730	92.7	1997	0	2	0
4992123	1.994	0.603811719	730	185.8	1991	0	2	0
4992124	1.994	0.559629594	730	125.2	1997	0	2	0
4992125	1.994	0.563629988	730	59.4	1997	0	2	0
4992126	1.994	0.631015495	730	198.4	1997	0	2	0
4992128	1.994	0.526792686	730	30.6	1994	0	-9999	0
4992133	1.994	0.707108043	730	13.2	1997	0	-9999	0
4992134	1.994	0.650767444	730	15.4	1997	0	-9999	0
4992135	1.994	0.683162871	730	18.2	1997	0	2	0
4992136	1.994	0.506522999	730	58.3	1997	0	-9999	0
4992137	1.994	0.77253269	730	90	1997	0	2	0
4992139	1.994	0.767191097	730	101.1	1997	0	2	0
4992140	1.994	0.507138614	730	84.5	1997	0	2	0
4992141	1.994	0.780362669	730	101.1	1997	0	2	0
4992142	1.994	0.520639322	730	73.8	1997	0	-9999	0
4992143	1.994	0.777711428	730	130.3	1997	0	2	0
4992144	1.994	0.681010588	730	63.5	2000	0	2	0
4992145	1.994	0.866820731	730	101.8	1997	0	2	0
4992147	1.994	0.53364189	730	131	1997	0	2	0
4992148	1.994	0.6165061	730	230.5	1997	0	2	0
4992149	1.994	0.524081616	730	27.8	1997	0	-9999	0
4992152	1.994	0.622121587	730	61.2	1997	0	2	0
4992153	1.994	0.677714154	730	76.4	1997	0	2	0
4992154	1.994	0.64774494	730	21.3	1997	0	2	0
4992155	1.994	0.716469257	730	37.7	1997	0	2	0
4992156	1.994	0.629079713	730	35.6	1999	0	2	0
4992158	1.994	0.618262793	730	60.6	1997	0	33	0
4992159	1.994	0.623684698	730	53.7	1997	0	33	0
4992160	1.994	0.613170284	730	4	1997	0	2	0
4992161	1.994	0.533500499	730	7.1	2001	0	2	0
4992165	1.994	0.558317168	730	107.1	1997	0	2	0
4992166	1.994	0.535279608	730	68.9	1997	0	2	0
4992167	1.994	0.580916847	730	93.5	1994	0	2	0
4992168	1.994	0.517052843	730	25.6	1997	0	2	0
4992170	1.994	0.55187	730	107.6	1997	0	33	0
4992171	1.994	0.571614846	730	149.1	1997	0	33	0
4992172	1.994	0.782277318	730	28.1	1997	0	33	0
4992173	1.994	0.541156685	730	54.1	1997	0	33	0
4992175	1.994	0.571234709	730	19.3	1997	0	33	0
4992177	1.994	0.835869804	730	44.8	1997	0	33	0
4992179	1.994	0.503552003	730	43.3	2003	0	33	0
4992180	1.994	0.696463474	730	50.9	1997	0	2	0
4992181	1.994	0.540796195	730	62.4	1997	0	33	0
4992182	1.994	0.591739446	730	54.2	2000	0	33	0
4992183	1.994	0.719585318	730	62.4	1997	0	33	0
4992184	1.994	0.621624624	730	75.7	1993	0	33	0
4992185	1.994	0.584823118	730	63.2	1997	0	33	0
4992186	1.994	0.664348868	730	63.9	1997	0	33	0
4992187	1.994	0.608158235	730	74.9	1997	0	2	0
4992189	1.994	0.642758487	730	2.3	1997	0	33	0
4992190	1.994	0.511692232	730	50.6	1997	0	33	0
4992191	1.994	0.543543557	730	86.5	1997	0	2	0
4992192	1.994	0.67536034	730	43.5	1997	0	33	0
4992194	1.994	0.500269879	730	55	1997	0	2	0
4992195	1.994	0.527678367	730	57.7	1997	0	33	0
4992196	1.994	0.506546038	730	18.6	2001	0	-9999	0
4992197	1.994	0.680470054	730	37.7	1997	0	-9999	0
4992199	1.994	0.516172818	730	21.8	1997	0	33	0
4992200	1.994	0.556826875	730	50.7	1997	0	2	0
4992201	1.994	0.584816776	730	67.7	1997	0	2	0
4992204	1.994	0.548856086	730	9.5	1992	0	2	0
4992206	1.994	0.578840568	730	23.8	1997	0	33	0
4992207	1.994	0.585533489	730	13.5	1997	0	33	0
4992208	1.994	0.555389006	730	26.5	1997	0	33	0
4992209	1.994	0.68429953	730	87.5	1997	0	2	0
4992210	1.994	0.833566943	730	44.8	1997	0	2	0
4992211	1.994	0.876601636	730	73	1997	0	2	0
4992212	1.994	0.595588736	730	101.9	1997	0	2	0
4992213	1.994	0.725800469	730	70.1	1997	0	2	0
4992214	1.994	0.782094031	730	100.6	1997	0	2	0
4992215	1.994	0.64275319	730	85.5	1999	0	2	0
4992216	1.994	0.521947224	730	104	1999	0	2	0
4992217	1.994	0.545635142	730	85.9	1997	0	2	0
4992218	1.994	0.80357491	730	103.3	1997	0	2	0
4992220	1.994	0.837436752	730	109.1	1997	0	2	0
4992221	1.994	0.525453164	730	32.5	1997	0	2	0
4992222	1.994	0.85973061	730	72.2	1997	0	2	0
4992231	1.994	0.717288157	730	92.1	1997	0	-9999	0
4992232	1.994	0.642381219	730	30.4	1997	0	2	0
4992233	1.994	0.608562072	730	54.7	1997	0	2	0
4992236	1.994	0.62089776	730	56.6	1997	0	2	0
4992239	1.994	0.551700304	730	49.8	1997	0	2	0
4992240	1.994	0.647739635	730	86.4	1997	0	2	0
4992241	1.994	0.573687176	730	7.1	1997	0	2	0
4992243	1.994	0.500682354	730	59.6	1997	0	-9999	0
4992244	1.994	0.801754033	730	50.6	1997	0	2	0
4992245	1.994	0.894404527	730	6.9	1997	0	2	0
4992246	1.994	0.712444717	730	94	1997	0	2	0
4992251	1.994	0.618620325	730	12	1997	0	2	0
4992255	1.994	0.599941751	730	17.7	1997	0	2	0
4992259	1.994	0.820661994	730	12.1	1997	0	2	0
4992264	1.994	0.72697093	730	9.3	1997	0	2	0
4992265	1.994	1	730	7.3	1997	0	2	0
4992268	1.994	0.503175238	730	5.9	1997	0	2	0
4992290	1.994	0.556900218	730	76.2	1997	0	2	0
4992291	1.994	0.757276269	730	78.1	1997	0	2	0
4992292	1.994	0.795458164	730	70.3	1997	0	2	0
4992304	1.994	0.502701446	730	6.7	1997	0	2	0
4992308	1.994	0.518351215	730	76.5	1997	0	2	0
4992314	1.994	0.536209776	730	66.5	1994	0	2	0
4992320	1.994	0.511422663	730	23.9	1997	0	2	0
4992346	1.994	0.550105576	730	7.3	2007	0	-9999	0
4992363	1.994	0.594460853	730	6.2	1997	0	2	0
4992368	1.994	0.862684659	730	23.1	1997	0	-9999	0
4992369	1.994	0.625268751	730	49.9	1997	0	-9999	0
4992370	1.994	0.50904533	730	2.5	2019	0	-9999	0
4992375	1.994	0.595220176	730	9.4	1994	0	-9999	0
4992384	1.994	0.556597454	730	44.7	1997	0	2	0
4992402	1.994	0.506898788	730	27.1	1997	0	-9999	0
4992405	1.994	0.565259538	730	16.5	1997	0	2	0
4992409	1.994	0.503228248	730	20.3	1997	0	2	0
4992410	1.994	0.933987593	730	16.5	1997	0	2	0
4992417	1.994	0.587815609	730	14.1	1993	0	2	0
4992435	1.994	0.927102676	730	46.6	1997	0	-9999	0
4992436	1.994	0.878311304	730	10.6	1997	0	-9999	0
4992439	1.994	0.636944742	730	11.4	1997	0	2	0
4992451	1.994	0.628999037	730	19.3	2011	0	2	0
4992461	1.994	0.501582867	730	6.7	2013	0	-9999	0
4992473	1.994	0.533099862	730	7.3	1997	0	-9999	0
4992478	1.994	0.501887304	730	15.1	1997	0	2	0
4992482	1.994	0.749747268	730	10.1	1997	0	2	0
4992483	1.994	0.953698659	730	4	1997	0	2	0
4992491	1.994	0.658348986	730	17.6	2017	0	-9999	0
4992503	1.994	0.511228376	730	0.2	1997	0	-9999	0
4992511	1.994	0.606413238	730	16.8	1997	0	2	0
4992512	1.994	0.515926672	730	121	1997	0	-9999	0
4992513	1.994	0.936097776	730	80.3	1997	0	-9999	0
4992514	1.994	0.530976562	730	8	2012	0	-9999	0
4992522	1.994	0.562341951	730	29.1	1997	0	2	0
4992523	1.994	0.605841511	730	31.5	1997	0	-9999	0
4992528	1.994	0.580283975	730	14.3	1997	0	2	0
4992544	1.994	0.62980774	730	0.2	1997	0	2	0
4992545	1.994	0.541965405	730	19.8	1997	0	2	0
4992548	1.994	0.705949047	730	100.2	1997	0	2	0
4992549	1.994	0.516146502	730	59.2	1997	0	2	0
4992553	1.994	0.527572391	730	12.1	1997	0	2	0
4992555	1.994	0.584341613	730	4.7	1997	0	2	0
4992556	1.994	0.538756064	730	39	1997	0	2	0
4992561	1.994	0.749072871	730	83.6	1997	0	2	0
4992568	1.994	0.587035208	730	15.7	1997	0	2	0
4992569	1.994	0.55915252	730	28.6	1997	0	2	0
4992581	1.994	0.676624938	730	72.2	1997	0	33	0
4992601	1.994	0.51959064	730	21.8	1997	0	33	0
4992607	1.994	0.789921951	730	59.5	1997	0	-9999	0
4992608	1.994	0.656295329	730	13.7	1997	0	2	0
4992609	1.994	0.644646677	730	40.1	1997	0	2	0
4992613	1.994	0.506473351	730	36.7	2007	0	2	0
4992614	1.994	0.740377377	730	53.3	1997	0	2	0
4992622	1.994	0.92658599	730	88.6	1997	0	2	0
4992636	1.994	0.550411003	730	28.4	1997	0	2	0
4992641	1.994	0.551058824	730	1.8	2015	0	-9999	0
4992646	1.994	0.55257723	730	16	1997	0	2	0
4992647	1.994	0.71731072	730	9.4	1997	0	2	0
4992648	1.994	0.61770362	730	23.5	1997	0	2	0
4992649	1.994	0.500324976	730	86	2003	0	2	0
4992655	1.994	0.523652118	730	174.6	1997	0	2	0
4992656	1.994	0.558668706	730	79.4	2002	0	2	0
4992657	1.994	0.56981903	730	71.6	1997	0	2	0
4992658	1.994	0.71410856	730	21.6	1997	0	2	0
4992659	1.994	0.624424951	730	6.3	2002	0	2	0
4992660	1.994	0.572807278	730	4.1	1997	0	2	0
4992666	1.994	0.596331344	730	17.4	2004	0	2	0
4992667	1.994	0.657822657	730	3.8	1997	0	2	0
4992673	1.994	0.508570596	730	92.3	1997	0	-9999	0
4992678	1.994	0.685337504	730	51.6	1997	0	-9999	0
4992682	1.994	0.818939746	730	14.1	1997	0	-9999	0
4992683	1.994	0.605616499	730	17.4	1997	0	2	0
4992689	1.994	0.605386933	730	40.4	1997	0	2	0
4992690	1.994	0.508378587	730	4.4	1997	0	2	0
4992693	1.994	0.567880473	730	10.5	1997	0	-9999	0
4992694	1.994	0.589131955	730	8	1997	0	2	0
4992695	1.994	0.628330216	730	82.5	1997	0	2	0
4992699	1.994	0.607510494	730	61.3	1990	0	-9999	0
4992700	1.994	0.789878618	730	20.2	1997	0	-9999	0
4992701	1.994	0.526303224	730	24.1	1997	0	2	0
4992702	1.994	0.572720642	730	0.5	1997	0	-9999	0
4992705	1.994	0.848008082	730	107.6	1997	0	-9999	0
4992706	1.994	0.585500602	730	34.8	1997	0	2	0
4992707	1.994	0.757798621	730	36.8	1997	0	2	0
4992708	1.994	0.573050543	730	68.2	1997	0	-9999	0
4992709	1.994	0.673855259	730	21.1	1997	0	2	0
4992711	1.994	0.594305192	730	45.4	2004	0	-9999	0
4992712	1.994	0.65380328	730	19.2	1997	0	-9999	0
4992713	1.994	0.569153298	730	96.1	1997	0	2	0
4992715	1.994	0.76506915	730	55.1	1997	0	2	0
4992719	1.994	0.599017955	730	41	1997	0	2	0
4992722	1.994	0.614575594	730	13.5	1997	0	2	0
4992723	1.994	0.628047142	730	40.5	1997	0	2	0
4992724	1.994	0.534095571	730	55.2	1997	0	2	0
4992725	1.994	0.680667215	730	70	1997	0	2	0
4992730	1.994	0.588813126	730	1.8	1997	0	2	0
4992731	1.994	0.614224324	730	45.9	1997	0	2	0
4992732	1.994	0.55667101	730	59.3	1997	0	2	0
4992733	1.994	0.626081544	730	76.3	1997	0	2	0
4992734	1.994	0.5345043	730	33.1	1994	0	2	0
4992735	1.994	0.503939486	730	7.2	1997	0	2	0
4992737	1.994	0.603256179	730	21.6	1994	0	2	0
4992738	1.994	0.601520353	730	52.6	1997	0	2	0
4992739	1.994	0.558081435	730	70.3	1997	0	2	0
4992740	1.994	0.735270613	730	14.5	1997	0	2	0
4992741	1.994	0.654882051	730	5.2	1997	0	2	0
4992742	1.994	0.501770668	730	33.2	1997	0	2	0
4992743	1.994	0.624153996	730	22.6	1997	0	2	0
4992744	1.994	0.547424208	730	19.7	1997	0	2	0
4992746	1.994	0.728993053	730	69.5	1997	0	2	0
4992752	1.994	0.781763552	730	2.3	2001	0	2	0
4992753	1.994	0.526973462	730	0.8	1997	0	2	0
4992754	1.994	0.617864476	730	10.4	1997	0	2	0
4992755	1.994	0.519435102	730	39.3	2002	0	2	0
4992756	1.994	0.52575353	730	25.6	1994	0	2	0
4992758	1.994	0.791358406	730	10.9	1997	0	2	0
4992759	1.994	0.566008032	730	19.5	2003	0	2	0
4992760	1.994	0.644975151	730	59.4	1997	0	2	0
4992761	1.994	0.538131464	730	21.4	1997	0	2	0
4992762	1.994	0.54215127	730	57	1997	0	-9999	0
4992763	1.994	0.698080358	730	2.1	1997	0	2	0
4992765	1.994	0.671311731	730	63.5	1997	0	2	0
4992769	1.994	0.605859129	730	72.8	1997	0	2	0
4992770	1.994	0.915400864	730	60.3	1997	0	2	0
4992771	1.994	0.699843816	730	37.5	1997	0	-9999	0
4992774	1.994	0.52165777	730	18.1	1997	0	2	0
4992775	1.994	0.543286927	730	26.9	1999	0	2	0
4992776	1.994	0.528052369	730	37.8	1994	0	2	0
4992777	1.994	0.875214767	730	80.7	1997	0	2	0
4992778	1.994	0.621642588	730	24.1	1997	0	2	0
4992780	1.994	0.721029349	730	58.9	1997	0	2	0
4992783	1.994	0.579485204	730	87.9	1997	0	2	0
4992784	1.994	0.526186464	730	20.6	1997	0	2	0
4992785	1.994	0.504531783	730	31.2	1997	0	33	0
4992786	1.994	0.753431014	730	32.7	1997	0	2	0
4992787	1.994	0.701688778	730	70.1	1991	0	33	0
4992788	1.994	0.580875904	730	11.3	2003	0	33	0
4992789	1.994	0.810952231	730	76.8	1997	0	2	0
4992790	1.994	0.512127535	730	23.1	1997	0	2	0
4992791	1.994	0.534249914	730	74.6	1997	0	2	0
4992793	1.994	0.504557353	730	78.3	1997	0	2	0
4992794	1.994	0.586580648	730	64.3	1997	0	2	0
4992795	1.994	0.519176838	730	12.8	1997	0	33	0
4992797	1.994	0.608096316	730	17.5	1997	0	2	0
4992798	1.994	0.510024718	730	20	2016	0	-9999	0
4992800	1.994	0.521954588	730	94.9	1997	0	2	0
4992803	1.994	0.514341952	730	4.2	2002	0	-9999	0
4992805	1.994	0.5127939	730	9.2	1997	0	2	0
4992807	1.994	0.697298091	730	7.1	1997	0	-9999	0
4992810	1.994	0.586156202	730	6.8	1997	0	-9999	0
4992811	1.994	0.518285379	730	104.6	1997	0	2	0
4992812	1.994	0.877779331	730	95.8	1997	0	2	0
4992817	1.994	0.786458733	730	30	1997	0	2	0
4992818	1.994	0.528945498	730	23.8	1997	0	2	0
4992819	1.994	0.595768343	730	20.6	2000	0	2	0
4992820	1.994	0.556141292	730	51.4	2009	0	2	0
4992821	1.994	0.702150923	730	4.1	1997	0	-9999	0
4992823	1.994	0.561867872	730	38.4	1997	0	2	0
4992824	1.994	0.687527133	730	18.6	1997	0	2	0
4992825	1.994	0.552093231	730	46.2	1997	0	2	0
4992827	1.994	0.73618488	730	11.7	1997	0	-9999	0
4992828	1.994	0.697745564	730	24.7	1997	0	2	0
4992831	1.994	0.759784066	730	20.3	1997	0	2	0
4992832	1.994	0.524437387	730	25	1997	0	2	0
4992834	1.994	0.507415651	730	20.1	1997	0	2	0
4992836	1.994	0.770455367	730	6	2012	0	2	0
4992837	1.994	0.536273657	730	8.9	1997	0	2	0
4992838	1.994	0.645246039	730	27.7	1997	0	2	0
4992839	1.994	0.619974844	730	116.2	1997	0	2	0
4992844	1.994	0.769966231	730	17.6	1997	0	-9999	0
4992846	1.994	0.661680528	730	32.3	1997	0	33	0
4992847	1.994	0.844494494	730	109	1997	0	2	0
4992848	1.994	0.999012605	730	30.7	1997	0	-9999	0
4992849	1.994	1	730	29.3	1997	0	-9999	0
4992851	1.994	0.713102097	730	87.8	1997	0	2	0
4992855	1.994	0.620081394	730	1.8	1997	0	2	0
4992859	1.994	0.547516778	730	20.7	1997	0	33	0
4992860	1.994	0.524550258	730	31	1997	0	2	0
4992863	1.994	0.679458086	730	5.8	1997	0	2	0
4992865	1.994	0.731497645	730	0.7	1997	0	2	0
4992868	1.994	0.626325867	730	4.4	1997	0	2	0
4992870	1.994	0.548670934	730	12.1	1997	0	2	0
4992872	1.994	0.575184629	730	23.7	1997	0	2	0
4992877	1.994	0.606744072	730	14.1	1997	0	2	0
4992880	1.994	0.733845759	730	43.6	1997	0	33	0
4992885	1.994	0.510649271	730	56.3	1997	0	33	0
4992889	1.994	0.622682514	730	47.6	2000	0	2	0
4992890	1.994	0.556597454	730	39.8	1997	0	2	0
4992891	1.994	0.59705893	730	2.5	1997	0	-9999	0
4992892	1.994	0.572037957	730	25.4	1997	0	-9999	0
4992894	1.994	0.537931613	730	19.5	1997	0	2	0
4992895	1.994	0.542772915	730	73.9	1997	0	2	0
4992896	1.994	0.750893962	730	57.1	1997	0	2	0
4992899	1.994	0.57147428	730	9.7	2002	0	2	0
4992902	1.994	0.677178922	730	32.1	2015	0	-9999	0
4992906	1.994	0.501947722	730	3.5	1997	0	2	0
4992907	1.994	0.530633543	730	23.9	1997	0	2	0
4992910	1.994	0.605985761	730	66	1997	0	-9999	0
4992911	1.994	0.655624995	730	4.8	1997	0	-9999	0
4992912	1.994	0.699116066	730	20	1997	0	2	0
4992913	1.994	0.717689395	730	17.3	1997	0	2	0
4992914	1.994	0.629476296	730	3.4	1997	0	2	0
4992916	1.994	0.551148734	730	3.2	2016	0	-9999	0
4992918	1.994	0.645980582	730	12.7	1997	0	2	0
4992920	1.994	0.562772448	730	18.2	1997	0	2	0
4992921	1.994	0.535563099	730	13.6	1997	0	2	0
4992923	1.994	0.509469265	730	79.2	1997	0	33	0
4992924	1.994	0.535947567	730	17.8	1997	0	2	0
4992925	1.994	0.758498032	730	53.7	1997	0	-9999	0
4992927	1.994	0.904156503	730	66.3	1997	0	-9999	0
4992928	1.994	0.700666541	730	87.2	1997	0	-9999	0
4992934	1.994	0.640824317	730	31.6	1997	0	2	0
4992936	1.994	0.58393178	730	0.4	1997	0	-9999	0
4992938	1.994	0.824852379	730	58.5	1997	0	33	0
4992939	1.994	0.668167055	730	35.6	1997	0	2	0
4992940	1.994	0.502611206	730	13.6	2000	0	2	0
4992941	1.994	0.519370645	730	24	1997	0	2	0
4992942	1.994	0.767383148	730	46.3	1997	0	2	0
4992943	1.994	0.624148563	730	17	1997	0	2	0
4992944	1.994	0.567839977	730	21.8	2000	0	-9999	0
4992946	1.994	0.599066154	730	66.8	1997	0	33	0
4992947	1.994	0.506255419	730	22.1	1997	0	2	0
4992948	1.994	0.583515727	730	7.8	1997	0	2	0
4992949	1.994	0.646035309	730	4.3	1997	0	2	0
4992951	1.994	0.698666104	730	39.5	1997	0	2	0
4992954	1.994	0.556597454	730	41.7	1997	0	2	0
4992959	1.994	0.522472325	730	5.3	1993	0	2	0
4992960	1.994	0.632909589	730	13.3	1997	0	2	0
4992964	1.994	0.573910599	730	14.8	1997	0	2	0
4992965	1.994	0.573905963	730	62.8	1997	0	2	0
4992967	1.994	0.594375612	730	13.5	2003	0	-9999	0
4992968	1.994	0.59421576	730	17.7	1997	0	2	0
4992969	1.994	0.622201707	730	69.6	2000	0	2	0
4992970	1.994	0.524763991	730	6.8	1997	0	2	0
4992971	1.994	0.747330635	730	5.3	1997	0	-9999	0
4992973	1.994	0.630941832	730	63	1997	0	2	0
4992974	1.994	0.530305341	730	73.1	1997	0	2	0
4992975	1.994	0.612578901	730	7.8	1997	0	2	0
4992976	1.994	0.545325569	730	24.4	1997	0	2	0
4992977	1.994	0.513817435	730	23.3	2000	0	-9999	0
4992978	1.994	0.760993068	730	24	1997	0	-9999	0
4992980	1.994	0.506885969	730	3.5	1997	0	-9999	0
4992981	1.994	0.732246912	730	23.3	1993	0	-9999	0
4992982	1.994	0.516588795	730	38.5	1994	0	2	0
4992984	1.994	0.599986728	730	5.8	1997	0	-9999	0
4992985	1.994	0.54300393	730	8.8	1997	0	-9999	0
4992986	1.994	0.53500536	730	47.7	1997	0	2	0
4992987	1.994	0.991964856	730	167.2	1997	0	2	0
4992988	1.994	0.697444872	730	29.3	1997	0	2	0
4992989	1.994	0.675677035	730	69.2	1997	0	2	0
4992990	1.994	0.535292075	730	25.6	1997	0	2	0
4992991	1.994	0.55561394	730	42.4	1997	0	2	0
4992992	1.994	0.58757408	730	0.9	1997	0	2	0
4992993	1.994	0.634047635	730	14	1997	0	-9999	0
4992994	1.994	0.865663309	730	118.9	1997	0	2	0
4992995	1.994	0.740634715	730	67.4	1997	0	-9999	0
4992996	1.994	0.777804766	730	31.8	1997	0	2	0
4992998	1.994	0.667287631	730	55.9	1997	0	2	0
4993000	1.994	0.616451089	730	96.5	1997	0	2	0
4993001	1.994	0.622782534	730	67.6	1997	0	2	0
4993002	1.994	0.651622558	730	61.4	1997	0	2	0
4993003	1.994	0.652599612	730	48.1	2001	0	-9999	0
4993004	1.994	0.801733133	730	95.3	2001	0	-9999	0
4993005	1.994	0.502845949	730	71	1997	0	2	0
4993006	1.994	0.504220383	730	171.6	1997	0	2	0
4993008	1.994	0.637000371	730	112.4	1997	0	2	0
4993009	1.994	0.881572575	730	112.7	1997	0	2	0
4993010	1.994	0.538133399	730	26.1	1997	0	-9999	0
4993011	1.994	0.547854407	730	25.7	1993	0	-9999	0
4993012	1.994	0.681814348	730	53.9	1997	0	-9999	0
4993015	1.994	0.764950819	730	15.1	1997	0	2	0
4993016	1.994	0.590397495	730	51.5	1991	0	-9999	0
4993017	1.994	0.524782519	730	48.3	1993	0	2	0
4993018	1.994	0.513086555	730	70.1	1997	0	2	0
4993019	1.994	0.706900582	730	31.5	1997	0	2	0
4993020	1.994	0.557639052	730	30.7	1997	0	2	0
4993021	1.994	0.766403127	730	20.2	1997	0	-9999	0
4993022	1.994	0.506632556	730	56.7	1997	0	-9999	0
4993023	1.994	0.758616869	730	11.4	1997	0	2	0
4993024	1.994	0.781207845	730	29.7	1997	0	2	0
4993025	1.994	0.51217757	730	82.1	1994	0	2	0
4993026	1.994	0.63464152	730	73.7	1997	0	2	0
4993027	1.994	0.795113472	730	44.3	1997	0	-9999	0
4993028	1.994	0.521294047	730	21	1997	0	2	0
4993029	1.994	0.542671448	730	39.6	2000	0	2	0
4993030	1.994	0.680783724	730	39.6	1997	0	2	0
4993031	1.994	0.581674334	730	33	1997	0	-9999	0
4993032	1.994	0.600539363	730	16.7	1997	0	-9999	0
4993035	1.994	0.560398863	730	45	1991	0	2	0
4993036	1.994	0.67497615	730	34.6	1997	0	-9999	0
4993037	1.994	0.804064104	730	89.7	1997	0	2	0
4993040	1.994	0.512479901	730	78.1	1997	0	2	0
4993041	1.994	0.695520036	730	71.3	1997	0	2	0
4993042	1.994	0.639466158	730	48.5	1997	0	2	0
4993043	1.994	0.535821788	730	16.7	2000	0	2	0
4993044	1.994	0.599197266	730	64	1997	0	2	0
4993045	1.994	0.699111744	730	84.1	1997	0	2	0
4993047	1.994	0.539057966	730	23.4	2009	0	2	0
4993049	1.994	0.643716978	730	73.7	1997	0	2	0
4993050	1.994	0.643383713	730	26.6	1997	0	2	0
4993052	1.994	0.56369247	730	35.6	1999	0	2	0
4993054	1.994	0.560356936	730	36.9	1997	0	2	0
4993055	1.994	0.572687567	730	51	1997	0	2	0
4993056	1.994	0.67578062	730	60	1997	0	2	0
4993057	1.994	0.689445548	730	54.1	1997	0	2	0
4993058	1.994	0.516034959	730	45.3	1997	0	-9999	0
4993059	1.994	0.50959059	730	97	1997	0	2	0
4993060	1.994	0.580236653	730	89.6	1997	0	-9999	0
4993061	1.994	0.558824667	730	10.9	1997	0	2	0
4993063	1.994	0.627581627	730	22.8	1997	0	-9999	0
4993065	1.994	0.719290109	730	14.9	2000	0	2	0
4993066	1.994	0.788953341	730	17.8	1997	0	-9999	0
4993067	1.994	0.518873024	730	47.9	1997	0	-9999	0
4993070	1.994	0.722899349	730	48.7	1997	0	2	0
4993071	1.994	0.695892817	730	59	1997	0	-9999	0
4993072	1.994	0.56054108	730	17.8	1997	0	2	0
4993073	1.994	0.640970738	730	74.3	1997	0	2	0
4993075	1.994	0.583291976	730	22.3	1997	0	2	0
4993077	1.994	0.672394405	730	86	1997	0	2	0
4993078	1.994	0.587199222	730	36.1	1997	0	2	0
4993080	1.994	0.51058248	730	101.7	1990	0	2	0
4993081	1.994	0.602472743	730	19.6	1999	0	2	0
4993082	1.994	0.703360585	730	25.9	1997	0	2	0
4993084	1.994	0.54215127	730	17.9	1997	0	-9999	0
4993085	1.994	0.527510665	730	91.5	1997	0	2	0
4993086	1.994	0.534979043	730	37.4	1997	0	-9999	0
4993087	1.994	0.545159325	730	63.4	1997	0	-9999	0
4993089	1.994	0.658892694	730	97.4	1997	0	2	0
4993090	1.994	0.611730838	730	43.8	1997	0	-9999	0
4993092	1.994	0.510724585	730	91.6	1997	0	2	0
4993093	1.994	0.536038577	730	45.7	1997	0	-9999	0
4993094	1.994	0.516015307	730	92.3	1997	0	-9999	0
4993095	1.994	0.5812583	730	17.9	1997	0	2	0
4993096	1.994	0.542252414	730	98	1997	0	-9999	0
4993098	1.994	0.724679894	730	31.5	1998	0	-9999	0
4993099	1.994	0.632511822	730	95.4	1997	0	-9999	0
4993100	1.994	0.635319165	730	28.1	1997	0	-9999	0
4993101	1.994	0.579022631	730	80.1	1997	0	2	0
4993103	1.994	0.694561054	730	8.7	1997	0	-9999	0
4993104	1.994	0.749655812	730	64	1999	0	-9999	0
4993105	1.994	0.510175394	730	5.7	1990	0	2	0
4993108	1.994	0.518330639	730	38.1	1997	0	2	0
4993109	1.994	0.79595759	730	29.1	1997	0	2	0
4993111	1.994	0.514800569	730	8.6	1997	0	-9999	0
4993114	1.994	0.559001207	730	18	1997	0	-9999	0
4993115	1.994	0.731804441	730	15	1997	0	-9999	0
4993117	1.994	0.73589434	730	14.1	1997	0	2	0
4993118	1.994	0.7370795	730	12.4	1997	0	-9999	0
