OID_	year_of_aff	BA	Grids	agb	Afforest	Deforest	2020pnf	Disturb
4994074	1.9990001	0.531155746	730	0.1	1997	0	-9999	0
4994077	1.9990001	0.737009006	730	109.1	2002	0	-9999	0
4994080	1.9990001	0.610899903	730	76.1	2002	0	2	0
4994081	1.9990001	0.501428095	730	66.4	2002	0	2	0
4994082	1.9990001	0.517077408	730	104.7	2003	0	2	0
4994085	1.9990001	0.569537845	730	49.5	2002	0	2	0
4994086	1.9990001	0.54215127	730	27.1	2002	0	2	0
4994087	1.9990001	0.53844865	730	35.2	2002	0	2	0
4994089	1.9990001	0.503125418	730	32.6	2002	0	2	0
4994090	1.9990001	0.541033258	730	11.6	2002	0	2	0
4994091	1.9990001	0.525016248	730	58.5	2007	0	2	0
4994093	1.9990001	0.501905508	730	30	2000	0	-9999	0
4994094	1.9990001	0.567264619	730	29.5	2001	0	-9999	0
4994095	1.9990001	0.564652426	730	22.6	2002	0	2	0
4994096	1.9990001	0.598907991	730	48.1	2002	0	2	0
4994097	1.9990001	0.610990648	730	75.7	2002	0	2	0
4994098	1.9990001	0.542821388	730	126.8	2002	0	2	0
4994099	1.9990001	0.678228271	730	86.5	2002	0	2	0
4994100	1.9990001	0.541084853	730	96.9	2001	0	2	0
4994101	1.9990001	0.571108516	730	116.9	2002	0	2	0
4994103	1.9990001	0.509937472	730	37.5	2002	0	2	0
4994104	1.9990001	0.87450969	730	61.6	2002	0	2	0
4994105	1.9990001	0.574325416	730	68.9	2002	0	2	0
4994106	1.9990001	0.526428606	730	58.7	2002	0	2	0
4994108	1.9990001	0.510496752	730	30.2	2002	0	-9999	0
4994112	1.9990001	0.656121091	730	114.7	2002	0	2	0
4994113	1.9990001	0.597026621	730	52.9	2002	0	2	0
4994114	1.9990001	0.590080795	730	21.4	2002	0	2	0
4994117	1.9990001	0.608396263	730	37.4	2002	0	2	0
4994118	1.9990001	0.506025678	730	13.9	2002	0	2	0
4994119	2	0.511691865	730	12.9	2003	0	2	0
4994120	2	0.909648217	730	42.9	2003	0	2	0
4994121	2	0.734154289	730	21.5	2003	0	2	0
4994122	2	0.613635584	730	96.2	2003	0	2	0
4994124	2	0.542823445	730	17.3	2003	0	2	0
4994125	2	0.731045512	730	11.6	2003	0	2	0
4994126	2	0.603365241	730	16.7	2003	0	2	0
4994127	2	0.679470445	730	44.2	2003	0	2	0
4994130	2	0.527400047	730	23.9	2003	0	-9999	0
4994131	2	0.650537147	730	33	2019	0	33	0
4994132	2	0.776757765	730	42.6	2003	0	-9999	0
4994137	2	0.510437446	730	90	2003	0	2	0
4994138	2	0.676889615	730	68.7	2008	0	2	0
4994140	2	0.700350694	730	1	2003	0	-9999	0
4994157	2	0.591894644	730	5.3	2016	0	2	0
4994159	2	0.641483851	730	92.5	2003	0	2	0
4994160	2	0.627455915	730	4	2003	0	2	0
4994162	2	0.53595548	730	14.6	1997	0	2	0
4994167	2	0.563037577	730	22.1	2003	0	2	0
4994169	2	0.637699364	730	5.7	2003	0	2	0
4994171	2	0.799492368	730	41.1	2003	0	-9999	0
4994176	2	0.668307695	730	0.8	2003	0	-9999	0
4994178	2	0.546628205	730	18.4	2004	0	2	0
4994183	2	0.537948755	730	46.6	2003	0	-9999	0
4994186	2	0.640702053	730	0.8	2003	0	2	0
4994187	2	0.56947682	730	29.3	2002	0	2	0
4994188	2	0.517405648	730	33.8	2003	0	2	0
4994189	2	0.504212661	730	36.1	2004	0	2	0
4994190	2	0.553356116	730	48.2	2003	0	2	0
4994191	2	0.752335083	730	20.7	1994	0	2	0
4994193	2	0.624660879	730	40.6	2003	0	2	0
4994194	2	0.573546147	730	8.4	2003	0	2	0
4994195	2	0.525043801	730	4.7	2003	0	2	0
4994201	2	0.565632235	730	66.3	2003	0	2	0
4994204	2	0.513792612	730	55.9	2003	0	2	0
4994207	2	0.501275575	730	76.9	2003	0	2	0
4994208	2	0.521020323	730	82.4	2003	0	2	0
4994211	2	0.556895133	730	75.7	2011	0	2	0
4994216	2	0.531565972	730	46.1	2003	0	2	0
4994221	2	0.504720375	730	13.8	2003	0	2	0
4994223	2	0.52044381	730	15.1	2002	0	2	0
4994225	2	0.549354962	730	40.9	2003	0	2	0
4994226	2	0.770404977	730	45.4	2003	0	2	0
4994230	2	0.554176269	730	19.4	2000	0	2	0
4994232	2	0.560097109	730	1.5	2003	0	-9999	0
4994233	2	0.824164298	730	28.1	2003	0	-9999	0
4994234	2	0.688429416	730	8.3	2003	0	-9999	0
4994235	2	0.555512801	730	38	2003	0	2	0
4994236	2	0.502118743	730	3.1	2003	0	2	0
4994237	2	0.501266681	730	24.6	2003	0	2	0
4994238	2	0.595458645	730	10.6	2003	0	-9999	0
4994239	2	0.503718604	730	14.2	2003	0	2	0
4994240	2	0.579898214	730	49.6	2003	0	2	0
4994241	2	0.544887847	730	112.8	2001	0	2	0
4994243	2	0.567058688	730	81.6	2003	0	2	0
4994244	2	0.514296011	730	79.7	2003	0	2	0
4994245	2	0.615981712	730	61.9	2002	0	2	0
4994246	2	0.514428363	730	133	2003	0	2	0
4994247	2	0.558410891	730	52.7	2003	0	2	0
4994248	2	0.513136884	730	109.2	2003	0	2	0
4994250	2	0.519558809	730	51.3	2019	0	2	0
4994251	2	0.536771152	730	0.6	2003	0	2	0
4994252	2	0.56400687	730	10.5	2003	0	2	0
4994253	2	0.530108463	730	48.9	2003	0	2	0
4994255	2	0.600893709	730	31	2003	0	2	0
4994256	2	0.651115539	730	85.5	2003	0	2	0
4994261	2	0.601627586	730	78	2003	0	33	0
4994262	2	0.620104529	730	51.6	2013	0	33	0
4994263	2	0.595988886	730	78.6	2001	0	33	0
4994264	2	0.673913139	730	61.7	2003	0	2	0
4994266	2	0.686225222	730	52.7	2003	0	33	0
4994267	2	0.511934227	730	5	2013	0	-9999	0
4994268	2	0.523093395	730	49	2003	0	2	0
4994269	2	0.545140141	730	84.4	2011	0	33	0
4994270	2	0.632598836	730	54.2	2003	0	33	0
4994271	2	0.547942965	730	60.9	1997	0	2	0
4994272	2	0.876601636	730	48.3	2003	0	2	0
4994273	2	0.641000053	730	32.1	2003	0	2	0
4994274	2	0.588233196	730	50.9	2003	0	2	0
4994275	2	0.541162782	730	37.3	2003	0	2	0
4994276	2	0.512971438	730	21.2	2003	0	33	0
4994277	2	0.519917414	730	54.6	2003	0	33	0
4994278	2	0.606761045	730	55.4	2003	0	33	0
4994280	2	0.680646017	730	83.7	2003	0	-9999	0
4994281	2	0.578721208	730	51.1	2003	0	33	0
4994282	2	0.573161806	730	8.2	2003	0	33	0
4994283	2	0.621965179	730	77.1	2003	0	2	0
4994284	2	0.566545821	730	14.8	2003	0	2	0
4994286	2	0.779859465	730	57.1	2005	0	33	0
4994287	2	0.662273599	730	68.1	2003	0	2	0
4994288	2	0.50190807	730	40	2003	0	2	0
4994290	2	0.707712353	730	34.5	2003	0	2	0
4994291	2	0.868035819	730	20.8	2003	0	33	0
4994292	2	0.538137523	730	23.9	2003	0	2	0
4994295	2.0009999	0.702626958	730	89.9	2004	0	-9999	0
4994296	2.0009999	0.582983391	730	17.6	2005	0	2	0
4994297	2.0009999	0.665537257	730	59.6	2004	0	2	0
4994298	2.0009999	0.655794403	730	14	2004	0	2	0
4994299	2.0009999	0.590221498	730	73	2004	0	2	0
4994300	2.0009999	0.71846752	730	64.7	2004	0	2	0
4994301	2.0009999	0.758852532	730	164.2	2004	0	-9999	0
4994302	2.0009999	0.552137798	730	155.7	2004	0	-9999	0
4994303	2.0009999	0.688593466	730	107.3	2004	0	2	0
4994304	2.0009999	0.944199474	730	161.5	2004	0	2	0
4994305	2.0009999	0.874097138	730	155.9	2004	0	2	0
4994308	2.0009999	0.660304802	730	48	2004	0	2	0
4994309	2.0009999	0.578605385	730	136.5	2003	0	2	0
4994310	2.0009999	0.650266118	730	134.8	2005	0	2	0
4994311	2.0009999	0.646508691	730	55.1	2004	0	2	0
4994312	2.0009999	0.565084517	730	43.9	2004	0	2	0
4994313	2.0009999	0.631776951	730	81	1997	0	-9999	0
4994314	2.0009999	0.548056761	730	7.2	2004	0	2	0
4994315	2.0009999	0.711977783	730	7.9	2004	0	-9999	0
4994316	2.0009999	0.922549819	730	35.1	2004	0	-9999	0
4994317	2.0009999	0.64037334	730	78.5	2004	0	-9999	0
4994318	2.0009999	0.650711394	730	48.3	2004	0	-9999	0
4994319	2.0009999	0.577569701	730	27.1	2004	0	-9999	0
4994320	2.0009999	0.674889689	730	51.7	2002	0	2	0
4994321	2.0009999	0.601922498	730	40.5	2003	0	2	0
4994322	2.0009999	0.50293933	730	10.5	2007	0	2	0
4994323	2.0009999	0.542543948	730	18.6	2004	0	2	0
4994324	2.0009999	0.596516823	730	51.7	2004	0	2	0
4994325	2.0009999	0.607789094	730	45.9	2008	0	2	0
4994327	2.0009999	0.607699679	730	11.3	2004	0	2	0
4994328	2.0009999	0.600159109	730	74.6	2004	0	2	0
4994330	2.0009999	0.504094629	730	35.4	2004	0	2	0
4994331	2.0009999	0.726207272	730	64.5	2004	0	2	0
4994333	2.0009999	0.726463654	730	73.6	2004	0	2	0
4994334	2.0009999	0.84878085	730	104.1	2004	0	2	0
4994335	2.0009999	0.652682524	730	69.8	2003	0	2	0
4994336	2.0009999	0.896966354	730	77.1	2004	0	2	0
4994337	2.0009999	0.936018674	730	95.1	2004	0	2	0
4994338	2.0009999	0.82484873	730	83.2	2004	0	2	0
4994339	2.0009999	0.510649271	730	39.6	2004	0	2	0
4994340	2.0009999	0.874285251	730	37.9	2004	0	2	0
4994342	2.0009999	0.658898436	730	81.4	2004	0	2	0
4994343	2.0009999	0.653089143	730	46.9	2004	0	2	0
4994344	2.0009999	0.549284556	730	65.5	2004	0	2	0
4994345	2.0009999	0.562541081	730	112	2004	0	2	0
4994346	2.0009999	0.62696854	730	35.7	2004	0	-9999	0
4994347	2.0009999	0.564352547	730	108.6	2004	0	-9999	0
4994349	2.0009999	0.631998882	730	148.6	2004	0	-9999	0
4994350	2.0009999	0.640504334	730	34.3	2004	0	2	0
4994351	2.0009999	0.548653354	730	14.7	2004	0	2	0
4994352	2.0009999	0.661956479	730	50.8	2004	0	2	0
4994353	2.0009999	0.548181075	730	50.7	2004	0	2	0
4994354	2.0009999	1	730	24.5	2004	0	2	0
4994355	2.0009999	0.53573391	730	60.1	2004	0	2	0
4994356	2.0009999	0.540702154	730	90.8	2004	0	2	0
4994357	2.0009999	0.633631266	730	50.5	2003	0	2	0
4994359	2.0009999	0.560443637	730	17.9	2005	0	2	0
4994360	2.0009999	0.817370884	730	28.3	2004	0	2	0
4994361	2.0009999	0.700767752	730	67.2	2004	0	2	0
4994362	2.0009999	0.614097705	730	85.1	2004	0	2	0
4994363	2.0009999	0.729381012	730	68.7	2004	0	2	0
4994364	2.0009999	0.64568844	730	53.1	2004	0	2	0
4994365	2.0009999	0.692054971	730	126.7	2004	0	-9999	0
4994366	2.0009999	0.525035981	730	84.8	2004	0	-9999	0
4994368	2.0009999	0.50255839	730	30	2004	0	-9999	0
4994369	2.0009999	0.533305196	730	129.3	2004	0	2	0
4994370	2.0009999	0.514504411	730	113.7	2004	0	2	0
4994372	2.0009999	0.547568244	730	126	2004	0	2	0
4994373	2.0009999	0.563544483	730	3.7	2004	0	-9999	0
4994374	2.0009999	0.509751045	730	29.4	2004	0	2	0
4994375	2.0009999	0.735857949	730	63.5	2004	0	2	0
4994376	2.0009999	0.733811218	730	3.3	2004	0	-9999	0
4994377	2.0009999	0.532221156	730	16.5	2007	0	2	0
4994378	2.0009999	0.524756509	730	54.9	2004	0	2	0
4994379	2.0009999	0.707608614	730	41.4	2004	0	-9999	0
4994380	2.0009999	0.613302122	730	34	2004	0	2	0
4994384	2.0009999	0.529236848	730	23.9	2017	0	-9999	0
4994385	2.0009999	0.623382818	730	12.3	2004	0	-9999	0
4994394	2.0009999	0.634047635	730	26.2	2004	0	2	0
4994395	2.0009999	0.625365914	730	20.9	2004	0	2	0
4994397	2.0009999	0.684320827	730	60.2	2004	0	-9999	0
4994398	2.0009999	0.937687993	730	53.7	2004	0	-9999	0
4994399	2.0009999	0.861644843	730	71.6	2004	0	-9999	0
4994400	2.0009999	0.509904746	730	33	2004	0	-9999	0
4994401	2.0009999	0.520640023	730	27.4	2007	0	-9999	0
4994402	2.0009999	0.630605722	730	60.3	2004	0	-9999	0
4994403	2.0009999	0.652112491	730	7.2	2004	0	2	0
4994405	2.0009999	0.501913815	730	46.5	2004	0	2	0
4994406	2.0009999	0.519488405	730	54.6	2004	0	2	0
4994407	2.0009999	0.582171085	730	50.7	2004	0	2	0
4994408	2.0009999	0.657812022	730	90.6	2004	0	2	0
4994409	2.0009999	0.596410427	730	101.6	2003	0	2	0
4994410	2.0009999	0.823171004	730	35.5	2004	0	2	0
4994411	2.0009999	0.629038714	730	48.2	2007	0	2	0
4994412	2.0020001	0.57690907	730	44.3	2005	0	-9999	0
4994413	2.0020001	0.568594863	730	122.9	2005	0	-9999	0
4994414	2.0020001	0.610279759	730	25.8	2005	0	-9999	0
4994415	2.0020001	0.564739723	730	41.8	2004	0	2	0
4994416	2.0020001	0.879704666	730	18.2	2005	0	-9999	0
4994417	2.0020001	0.951901943	730	94.6	2005	0	2	0
4994418	2.0020001	0.702985361	730	57.7	2005	0	2	0
4994419	2.0020001	0.660888015	730	104.9	2005	0	2	0
4994420	2.0020001	0.915453158	730	77.2	2005	0	2	0
4994421	2.0020001	0.550525449	730	60.5	2005	0	2	0
4994422	2.0020001	0.514448495	730	19.4	2005	0	2	0
4994423	2.0020001	0.512807835	730	5	2005	0	2	0
4994424	2.0020001	0.77616218	730	3.2	2005	0	2	0
4994425	2.0020001	0.544505309	730	5.5	2005	0	-9999	0
4994426	2.0020001	0.519962437	730	140.2	2005	0	2	0
4994427	2.0020001	0.692529997	730	116.8	2002	0	2	0
4994428	2.0020001	0.762189606	730	65.6	2005	0	33	0
4994429	2.0020001	0.529077545	730	52.6	2005	0	33	0
4994430	2.0020001	0.612674507	730	8.3	2005	0	-9999	0
4994431	2.0020001	0.536478575	730	45	2004	0	33	0
4994432	2.0020001	0.509662472	730	47.8	2005	0	2	0
4994433	2.0020001	0.585568694	730	72.5	2005	0	2	0
4994435	2.0020001	0.753994656	730	42.9	2005	0	-9999	0
4994436	2.0020001	0.571543716	730	49	2004	0	2	0
4994437	2.0020001	0.542457842	730	72.9	2006	0	-9999	0
4994438	2.0020001	0.917316535	730	3.7	2005	0	-9999	0
4994439	2.0020001	0.758091942	730	33.7	2005	0	-9999	0
4994440	2.0020001	0.563732813	730	63.1	2005	0	2	0
4994441	2.0020001	0.938294508	730	102.6	2005	0	2	0
4994442	2.0020001	0.557297565	730	33.1	2005	0	2	0
4994443	2.0020001	0.697742119	730	80.3	2005	0	2	0
4994444	2.0020001	0.504977475	730	195.6	2005	0	2	0
4994445	2.0020001	0.533043303	730	109.6	2005	0	2	0
4994447	2.0020001	0.747012052	730	61.5	2005	0	2	0
4994448	2.0020001	0.728139304	730	86.4	2005	0	2	0
4994449	2.0020001	0.932374343	730	102	2005	0	2	0
4994450	2.0020001	0.567851771	730	53.6	2005	0	-9999	0
4994451	2.0020001	0.566551561	730	84.1	2005	0	33	0
4994452	2.0020001	0.807698335	730	6.3	2005	0	2	0
4994456	2.0020001	0.524886017	730	42.9	2005	0	2	0
4994459	2.0020001	0.54392377	730	8	2015	0	-9999	0
4994463	2.0020001	0.535981708	730	30.5	2005	0	2	0
4994465	2.0020001	0.569860384	730	8.1	2005	0	2	0
4994466	2.0020001	0.507759831	730	40.3	2005	0	2	0
4994467	2.0020001	0.592861156	730	12.9	2005	0	2	0
4994468	2.0020001	0.508200497	730	14.6	2005	0	33	0
4994469	2.003	0.529075292	730	17.4	2006	0	2	0
4994470	2.003	0.558647994	730	45	2013	0	2	0
4994471	2.003	0.68689509	730	52.4	2006	0	2	0
4994475	2.003	0.605827796	730	20.2	2006	0	-9999	0
4994476	2.003	0.551186193	730	3.1	2006	0	2	0
4994478	2.003	0.563698017	730	49.7	2006	0	-9999	0
4994479	2.003	0.644709383	730	8.8	2006	0	-9999	0
4994481	2.004	0.549652803	730	39.6	2008	0	33	0
4994482	2.004	0.677673946	730	30.7	2007	0	33	0
4994483	2.004	0.648208229	730	25.2	2017	0	-9999	0
4994484	2.004	0.501672476	730	11	2007	0	2	0
4994487	2.004	0.709896552	730	34.4	2007	0	2	0
4994492	2.004	0.553599926	730	57.8	2005	0	2	0
4994493	2.004	0.884863588	730	13.7	2007	0	2	0
4994496	2.004	0.594337806	730	73.2	2007	0	2	0
4994498	2.004	0.681596475	730	70.9	2007	0	2	0
4994499	2.004	0.588099453	730	44.1	2007	0	2	0
4994500	2.004	0.621022886	730	16.7	2007	0	2	0
4994501	2.004	0.784100983	730	22.5	2007	0	2	0
4994502	2.004	0.623413552	730	47.5	2007	0	2	0
4994504	2.004	0.619829772	730	70.2	2007	0	2	0
4994505	2.004	0.622812227	730	84.4	2007	0	2	0
4994506	2.004	0.620798633	730	95.4	2007	0	2	0
4994507	2.004	0.554969864	730	68.1	2007	0	2	0
4994508	2.004	0.519424984	730	26.6	2007	0	-9999	0
4994509	2.004	0.706964784	730	9.4	2007	0	-9999	0
4994510	2.004	0.51404183	730	38.9	2007	0	-9999	0
4994511	2.004	0.534674524	730	37.7	2007	0	-9999	0
4994512	2.004	0.582161613	730	97.7	2002	0	-9999	0
4994513	2.004	0.750328906	730	38	2007	0	2	0
4994515	2.004	0.683146073	730	31.2	2007	0	2	0
4994516	2.004	0.79127529	730	29	2007	0	2	0
4994517	2.004	0.543203701	730	48.1	2007	0	2	0
4994518	2.004	0.580990893	730	35.1	2007	0	2	0
4994519	2.004	0.508477517	730	32.6	2006	0	2	0
4994520	2.004	0.556597454	730	69.8	2007	0	2	0
4994522	2.004	0.518467514	730	12.2	2007	0	-9999	0
4994523	2.004	0.663626232	730	7.6	2007	0	2	0
4994524	2.004	0.588099453	730	57.3	2007	0	2	0
4994525	2.004	0.595835067	730	18.1	2007	0	-9999	0
4994529	2.004	0.72704532	730	82.3	2007	0	-9999	0
4994532	2.004	0.57531941	730	17.3	2007	0	2	0
4994533	2.004	0.586421092	730	2.8	2007	0	2	0
4994534	2.004	0.695079721	730	3.6	2007	0	2	0
4994535	2.004	0.637097844	730	25.3	2002	0	2	0
4994536	2.004	0.828857001	730	36	2007	0	2	0
4994537	2.004	0.643901336	730	27.1	2007	0	2	0
4994538	2.004	0.552550118	730	39.7	2007	0	2	0
4994539	2.004	0.588270602	730	29.7	2007	0	2	0
4994541	2.004	0.636972176	730	54.2	2008	0	-9999	0
4994542	2.004	0.901392552	730	1.6	2007	0	2	0
4994543	2.004	0.541768784	730	50.3	2007	0	2	0
4994544	2.004	0.815394761	730	20.1	2007	0	2	0
4994545	2.004	0.585048503	730	37.8	2007	0	2	0
4994546	2.004	0.975228365	730	28.5	2007	0	2	0
4994550	2.004	0.553900523	730	3.2	2007	0	-9999	0
4994551	2.004	0.717140535	730	92.9	2007	0	-9999	0
4994552	2.004	0.718874465	730	117.9	2007	0	-9999	0
4994553	2.004	0.59007084	730	20.5	2007	0	2	0
4994554	2.004	0.642775663	730	19.7	2007	0	-9999	0
4994555	2.004	0.511787431	730	2	2007	0	2	0
4994556	2.004	0.847591311	730	17.7	2007	0	-9999	0
4994557	2.004	0.556557805	730	21.9	2007	0	-9999	0
4994558	2.004	0.531869155	730	41.9	2000	0	2	0
4994559	2.004	0.631898042	730	17	1997	0	2	0
4994560	2.004	0.529214647	730	20.1	2007	0	2	0
4994561	2.004	0.510037937	730	24.2	2007	0	2	0
4994567	2.004	0.53885541	730	99.7	2007	0	2	0
4994568	2.004	0.525878516	730	61.6	2007	0	2	0
4994569	2.004	0.544589408	730	5.8	2017	0	2	0
4994572	2.004	0.698249626	730	79.1	2007	0	2	0
4994573	2.004	0.510649271	730	103.5	2007	0	-9999	0
4994576	2.0049999	0.721455488	730	147.6	2009	0	2	0
4994577	2.0049999	0.591282101	730	23.6	2008	0	2	0
4994578	2.0049999	0.528103858	730	12.7	2008	0	-9999	0
4994580	2.0049999	0.576364711	730	62.7	2008	0	2	0
4994581	2.0049999	0.510301988	730	53.1	2008	0	2	0
4994582	2.0049999	0.549662679	730	48.7	1997	0	2	0
4994583	2.0049999	0.540247354	730	5.7	2008	0	2	0
4994587	2.0049999	0.631884075	730	49.6	2009	0	2	0
4994589	2.0049999	0.638541678	730	90.5	2008	0	2	0
4994590	2.0049999	0.592026081	730	17.5	2000	0	2	0
4994592	2.0049999	0.549820001	730	26.3	2008	0	2	0
4994596	2.0049999	0.664383503	730	76.9	2008	0	2	0
4994598	2.0049999	0.508963109	730	13.7	2008	0	2	0
4994599	2.0049999	0.548033209	730	54.1	2008	0	2	0
4994600	2.0049999	0.662541723	730	105.9	2008	0	2	0
4994601	2.0049999	0.943839386	730	0.9	2008	0	2	0
4994602	2.0049999	0.79795174	730	89.9	2008	0	2	0
4994603	2.0049999	0.574686022	730	11.8	2008	0	2	0
4994604	2.0049999	0.551219939	730	94.4	2009	0	2	0
4994605	2.0049999	0.539069017	730	12.8	2008	0	-9999	0
4994606	2.0049999	0.586088412	730	23.7	2008	0	-9999	0
4994607	2.0049999	0.581109647	730	0.9	2008	0	-9999	0
4994609	2.0049999	0.77518812	730	29.3	2008	0	-9999	0
4994610	2.0049999	0.78172699	730	39.1	2008	0	-9999	0
4994611	2.0049999	0.509698161	730	3.2	2008	0	-9999	0
4994613	2.0049999	0.739746132	730	57	2008	0	-9999	0
4994614	2.0049999	0.716694375	730	50.5	2008	0	-9999	0
4994615	2.0049999	0.507699238	730	3	2008	0	2	0
4994618	2.0049999	0.524681538	730	43.6	2008	0	-9999	0
4994619	2.0049999	0.522950403	730	55.3	2008	0	2	0
4994620	2.0049999	0.732831719	730	20.9	2008	0	2	0
4994621	2.0049999	0.892614091	730	185.4	2008	0	2	0
4994622	2.0049999	1	730	95.9	2008	0	2	0
4994623	2.0049999	0.887941031	730	73.1	2008	0	2	0
4994624	2.0049999	0.540366109	730	94.5	2012	0	2	0
4994625	2.0049999	0.884532363	730	84.7	2008	0	2	0
4994626	2.0049999	0.738034206	730	37.6	2008	0	2	0
4994627	2.0049999	0.613569349	730	19.2	2008	0	2	0
4994628	2.0049999	0.873738106	730	74	2008	0	-9999	0
4994629	2.0049999	0.804668924	730	67.6	2008	0	-9999	0
4994630	2.0049999	0.579039625	730	1.9	2008	0	-9999	0
4994631	2.0049999	0.503108184	730	51.7	2008	0	2	0
4994632	2.0049999	0.612636878	730	10.4	2008	0	-9999	0
4994634	2.0049999	0.512073209	730	72.4	1997	0	2	0
4994635	2.0049999	0.601255071	730	11.8	2008	0	2	0
4994636	2.0049999	0.814913051	730	18.3	2008	0	-9999	0
4994637	2.0049999	0.877334108	730	48.8	2008	0	2	0
4994638	2.0049999	0.751213238	730	0.7	2008	0	2	0
4994643	2.0049999	0.61697627	730	22.6	2008	0	2	0
4994646	2.0049999	0.561771979	730	2.6	2008	0	-9999	0
4994647	2.0049999	0.573706161	730	30.9	2010	0	-9999	0
4994648	2.0049999	0.505463916	730	5.4	2008	0	-9999	0
4994649	2.0049999	0.66065691	730	48.2	2008	0	2	0
4994650	2.0049999	0.721701273	730	59.4	2007	0	2	0
4994651	2.0049999	0.821944571	730	48.4	2008	0	2	0
4994652	2.0049999	0.836164749	730	64.3	2008	0	2	0
4994653	2.0049999	0.612464616	730	58.4	2008	0	2	0
4994654	2.0049999	0.539327274	730	5.1	2008	0	-9999	0
4994655	2.0049999	0.736217143	730	89.4	2008	0	-9999	0
4994656	2.0049999	0.634047635	730	60.9	2008	0	2	0
4994657	2.0049999	0.586308746	730	42.5	2008	0	2	0
4994659	2.0049999	0.552775364	730	29.8	2008	0	-9999	0
4994663	2.0049999	0.555460129	730	8.5	2008	0	2	0
4994665	2.0049999	0.543815027	730	7.7	2001	0	2	0
4994666	2.0049999	0.500700277	730	2.9	2008	0	2	0
4994668	2.0049999	0.512580528	730	53.8	2008	0	-9999	0
4994669	2.0049999	0.62275353	730	17.3	2009	0	2	0
4994671	2.0049999	0.680060699	730	31.7	2008	0	2	0
4994672	2.0049999	0.585890183	730	14.2	2008	0	2	0
4994673	2.0049999	0.776244406	730	13.9	2008	0	-9999	0
4994674	2.0049999	0.540081091	730	79.4	2008	0	-9999	0
4994675	2.0049999	0.670694748	730	58.5	2008	0	2	0
4994676	2.0049999	0.520798108	730	53.9	2007	0	2	0
4994677	2.0049999	0.599850958	730	12.5	2008	0	-9999	0
4994678	2.0049999	0.529560395	730	50.9	2008	0	-9999	0
4994681	2.0049999	0.640605452	730	84.4	2008	0	2	0
4994682	2.0049999	0.583710603	730	62.8	2008	0	2	0
4994683	2.0049999	0.641173069	730	89.8	2008	0	2	0
4994684	2.0049999	0.613648966	730	74.5	2009	0	2	0
4994685	2.0049999	0.55146699	730	13	2010	0	2	0
4994686	2.0049999	0.835408456	730	7.5	2008	0	-9999	0
4994687	2.0049999	0.578012847	730	11	2015	0	2	0
4994688	2.0049999	1	730	22.9	2008	0	-9999	0
4994689	2.0049999	0.542323614	730	19.3	2008	0	-9999	0
4994690	2.0049999	0.800341586	730	6	2008	0	-9999	0
4994691	2.0049999	0.68882107	730	46.9	2008	0	-9999	0
4994692	2.0049999	0.583524176	730	21.1	2008	0	2	0
4994693	2.0049999	0.606872982	730	6.4	2008	0	2	0
4994694	2.0049999	0.674557923	730	22.2	2008	0	-9999	0
4994695	2.0049999	0.835248764	730	50.4	2008	0	2	0
4994696	2.0049999	0.633556169	730	37.6	2008	0	2	0
4994697	2.0049999	0.588005221	730	9.4	2008	0	-9999	0
4994698	2.0049999	0.587389933	730	6.7	2008	0	-9999	0
4994699	2.0049999	0.76068545	730	6.8	2008	0	-9999	0
4994700	2.0049999	0.582072594	730	10.6	2000	0	-9999	0
4994702	2.0049999	0.556597454	730	4.4	2008	0	-9999	0
4994704	2.0049999	0.503837593	730	15.7	2007	0	2	0
4994705	2.0049999	0.658941259	730	2.9	2008	0	2	0
4994706	2.0049999	0.689408824	730	42.7	2008	0	-9999	0
4994707	2.0049999	0.502563084	730	66.5	2008	0	2	0
4994708	2.0049999	0.678724739	730	62	2008	0	2	0
4994709	2.0049999	0.719552789	730	88.5	2008	0	2	0
4994710	2.0049999	0.648561291	730	84.1	2003	0	2	0
4994711	2.0049999	0.623588889	730	27.8	2008	0	2	0
4994712	2.0049999	0.510649271	730	13.6	2008	0	2	0
4994713	2.0049999	0.76986444	730	70.7	2008	0	2	0
4994717	2.0049999	0.646846077	730	8.9	2008	0	2	0
4994719	2.0049999	0.514930654	730	4.4	2008	0	-9999	0
4994720	2.0049999	0.54215127	730	9.3	2008	0	-9999	0
4994721	2.0049999	0.693596052	730	102.1	2008	0	2	0
4994722	2.0049999	0.765829263	730	74.6	2008	0	2	0
4994723	2.0049999	0.708873271	730	64.8	2002	0	2	0
4994724	2.0049999	0.528601197	730	88.2	2008	0	2	0
4994727	2.0049999	0.627527042	730	84.6	2008	0	2	0
4994728	2.0049999	0.519339171	730	54	2008	0	-9999	0
4994729	2.0049999	0.547843767	730	9.8	2008	0	-9999	0
4994730	2.0049999	0.518191864	730	32.6	2008	0	-9999	0
4994731	2.0049999	0.782502964	730	27.9	2008	0	-9999	0
4994732	2.0049999	0.793710537	730	34	2008	0	-9999	0
4994733	2.0049999	0.808980555	730	82.4	2008	0	2	0
4994734	2.0049999	0.807174498	730	18	2008	0	2	0
4994735	2.0049999	0.531257073	730	39.2	2008	0	2	0
4994736	2.0049999	0.641559874	730	11.8	2015	0	2	0
4994742	2.0049999	0.639613388	730	6.8	2007	0	2	0
4994743	2.0049999	0.539943426	730	44.2	2008	0	2	0
4994744	2.0049999	0.508759435	730	41.4	2008	0	2	0
