OID_,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90,PCT95,PCT100
371,372,11070328.000000000000000,0.804008381154000,1,4470,4469,1171.709785289999900,688.025990524999997,12971211644.000000000000000,4282,723,4467,999,2105,2583,4470
372,373,10226852.000000000000000,0.742748970113000,1,4460,4459,1046.606219589999910,714.279399228999978,10703486910.000000000000000,4298,586,4300,857,1972,2509,4460
373,374,10575961.000000000000000,0.768103825176000,1,4488,4487,913.466859323999984,771.896370603000037,9660789879.000000000000000,4337,351,4237,668,1892,2591,4488
374,375,11100155.000000000000000,0.806174636569000,1,4450,4449,929.834192766000001,778.589621261000048,10321303664.000000000000000,4341,313,4401,711,1892,2619,4450
375,376,8546024.000000000000000,0.620674917811000,1,4504,4503,1033.136016590000054,657.554204743000014,8829205193.000000000000000,4345,649,4304,880,1924,2231,4504
376,377,8995663.000000000000000,0.653330998506000,1,4441,4440,679.402582000000052,450.040468252999972,6111676669.000000000000000,3879,704,2588,622,1187,1538,4441
377,378,3507617.000000000000000,0.254748862534000,1,4486,4485,554.119649038000034,376.149403412000026,1943639501.000000000000000,2907,400,3978,522,978,1173,4486
378,379,2614310.000000000000000,0.189870358939000,1,2483,2482,683.898334550999948,330.057135062999976,1787922255.000000000000000,2169,751,2122,692,1053,1221,2483
379,380,1379708.000000000000000,0.100204510250000,1,2305,2304,488.249154894000014,385.578982494999991,673641265.000000000000000,2036,111,2305,445,984,1156,2305
380,381,16211.000000000000000,0.001177361670480,1,1019,1018,136.292455740000008,108.646427324000001,2209437.000000000000000,436,118,262,118,219,321,1019
381,382,37558.000000000000000,0.002727737315400,1,2053,2052,478.317109537000022,401.553010254000014,17964634.000000000000000,1272,101,393,404,1036,1313,2053
382,383,115634.000000000000000,0.008398188847370,1,1093,1092,149.339139007999989,117.880847189999997,17268682.000000000000000,685,101,533,120,291,396,1093
383,384,2368672.000000000000000,0.172030326491000,1,4614,4613,986.901650797999991,689.508135500999970,2337646307.000000000000000,4051,516,3774,782,1962,2486,4614
384,385,9387501.000000000000000,0.681789146816000,1,4631,4630,1067.239011959999971,706.208383391999973,10018707292.000000000000000,4368,608,4170,875,2046,2564,4631
385,386,9982495.000000000000000,0.725001973277000,1,4981,4980,1178.746557550000034,739.575052267000046,11766831617.000000000000000,4451,800,4189,988,2252,2742,4981
386,387,9612718.000000000000000,0.698146056528000,1,4621,4620,1120.153656330000103,723.432623476000003,10767721215.000000000000000,4383,769,4484,948,2086,2611,4621
387,388,8028780.000000000000000,0.583108866371000,1,4620,4619,948.039166348999970,617.268086430000039,7611597898.000000000000000,4215,620,4088,807,1742,2100,4620
388,389,5761548.000000000000000,0.418445856385000,1,4463,4462,963.754295720999949,580.561383065999962,5552716635.000000000000000,4094,626,3947,855,1701,2035,4463
389,390,4512575.000000000000000,0.327736280315000,1,4365,4364,909.731536429000016,589.871368290999953,4105231788.000000000000000,3990,614,3811,781,1691,1996,4365
390,391,9161317.000000000000000,0.665362006474000,1,4576,4575,1015.843596290000050,603.900153280000040,9306465208.000000000000000,4128,758,3926,888,1842,2169,4576
391,392,4501303.000000000000000,0.326917625034000,1,4576,4575,876.824274437999975,567.641291175999982,3946851737.000000000000000,3889,639,3543,761,1633,1978,4576
392,393,5650234.000000000000000,0.410361417609000,1,4400,4399,887.735661744000026,583.972566197999981,5015914219.000000000000000,4179,578,4121,767,1641,1965,4400
393,394,11361331.000000000000000,0.825143152494000,1,4414,4413,865.999964705000025,627.658920600999977,9838912245.000000000000000,4268,473,4224,745,1667,1978,4414
394,395,4380801.000000000000000,0.318165886337000,1,4492,4491,1065.049297380000098,649.918845695999948,4665769027.000000000000000,4189,744,3577,951,1943,2248,4492
395,396,8503918.000000000000000,0.617616871392000,1,4518,4517,627.719261992000042,366.514609811000014,5338073131.000000000000000,3455,635,2455,610,1018,1204,4518
396,397,3747792.000000000000000,0.272192131870000,1,4173,4172,565.214931618000037,329.606972187999986,2118307999.000000000000000,2319,727,1652,583,958,1061,4173
397,398,2833603.000000000000000,0.205797024339000,1,4138,4137,675.092521429000044,330.561169813999982,1912944194.000000000000000,2061,724,2006,700,1059,1179,4138
398,399,3103164.000000000000000,0.225374520438000,1,4261,4260,600.959731099999999,336.860403642999984,1864876603.000000000000000,2031,735,1836,619,996,1137,4261
399,400,4518816.000000000000000,0.328189547490000,1,2275,2274,636.794680287999995,362.269701398999985,2877557990.000000000000000,2114,648,2051,623,1083,1353,2275
400,401,1793844.000000000000000,0.130282102796000,1,2205,2204,533.488431547000005,380.995750029000021,956995022.000000000000000,1945,101,1917,496,1040,1318,2205
401,402,65937.000000000000000,0.004788828355230,1,1729,1728,204.189772054999992,207.847734814999995,13463661.000000000000000,907,111,323,136,488,646,1729
402,403,209161.000000000000000,0.015190805277900,1,2035,2034,186.022872333000009,158.670932383999997,38908730.000000000000000,902,91,829,134,398,513,2035
403,404,45795.000000000000000,0.003325968644730,1,1563,1562,214.444961239999998,178.517245876999993,9820507.000000000000000,761,110,368,152,478,615,1563
404,405,1205634.000000000000000,0.087561980151200,1,4592,4591,1051.173673770000050,617.437953261999951,1267330721.000000000000000,3679,641,11,902,1875,2306,4592
405,406,6812685.000000000000000,0.494787131706000,1,5075,5074,1071.171103460000040,702.931299084999978,7297551309.000000000000000,4306,621,4442,889,2063,2570,5075
406,407,8767520.000000000000000,0.636761581223000,1,4708,4707,1137.124812719999909,702.399480412000003,9969764538.000000000000000,4332,685,4111,978,2131,2612,4708
407,408,10706915.000000000000000,0.777614664742000,1,4555,4554,949.582917208000026,610.709656126000027,10167103580.000000000000000,4321,707,4218,820,1707,2108,4555
408,409,6579701.000000000000000,0.477866125510000,1,4614,4613,818.299913628000013,548.291091668000035,5384168760.000000000000000,3938,611,3445,709,1547,1822,4614
409,410,3941834.000000000000000,0.286284884523000,1,4363,4362,830.743940256999963,549.871858094000004,3274654709.000000000000000,3692,527,3519,706,1573,1877,4363
410,411,4538571.000000000000000,0.329624300424000,1,4391,4390,859.404906963000030,519.519308291000016,3900470188.000000000000000,3759,608,3273,765,1516,1847,4391
411,412,2485182.000000000000000,0.180492136881000,1,4374,4373,840.239740589999997,503.897373317000017,2088148679.000000000000000,3390,638,2849,755,1488,1786,4374
412,413,245029.000000000000000,0.017795802403100,1,4308,4307,602.278550701999961,454.161234503000003,147575711.000000000000000,2213,95,1760,519,1190,1458,4308
413,414,207413.000000000000000,0.015063852702500,1,4396,4395,766.955745299999990,597.038289080000027,159076592.000000000000000,2571,256,1943,627,1570,1933,4396
414,415,3718357.000000000000000,0.270054346368000,1,4580,4579,749.196841777000031,507.112295716999995,2785781321.000000000000000,3323,199,2694,718,1411,1662,4580
415,416,115541.000000000000000,0.008391434505540,1,3963,3962,465.541305684000008,438.888761586999976,53789108.000000000000000,1713,154,1189,314,983,1337,3963
416,417,4242874.000000000000000,0.308148616390000,1,4340,4339,583.684119774000010,335.066626051000014,2476498176.000000000000000,2592,596,2367,587,974,1100,4340
417,418,588879.000000000000000,0.042768710329600,1,4038,4037,461.119267286000024,395.556038741999998,271543453.000000000000000,2068,74,1371,370,974,1147,4038
418,419,4084552.000000000000000,0.296650112016000,1,4311,4310,696.965213320999965,426.733852409999997,2846790656.000000000000000,2398,731,2304,692,1242,1503,4311
419,420,4419928.000000000000000,0.321007575936000,1,2644,2643,757.865834014000029,488.769162568000013,3349712420.000000000000000,2276,9,2352,726,1504,1633,2644
420,421,1301452.000000000000000,0.094520985798200,1,2259,2258,382.675435590000006,400.559214564000001,498033711.000000000000000,2031,113,1901,190,941,1297,2259
421,422,1566611.000000000000000,0.113778776384000,1,2229,2228,343.516370049999978,303.738039457000013,538156524.000000000000000,1845,111,2068,242,747,892,2229
422,423,230646.000000000000000,0.016751203494600,1,1791,1790,336.596962444999974,272.304526898999995,77634743.000000000000000,1214,106,1008,238,744,847,1791
423,424,133187.000000000000000,0.009673016396690,1,1805,1804,253.738472973999990,231.997855004000002,33794666.000000000000000,1097,89,800,165,589,751,1805
424,425,79758.000000000000000,0.005792610703500,1,1538,1537,294.087364277000006,242.954827512000008,23455820.000000000000000,977,86,1029,186,684,774,1538
425,426,81492.000000000000000,0.005918546496270,5,4058,4053,1000.882921020000026,528.000688483999966,81563951.000000000000000,2041,789,108,900,1615,1975,4058
426,427,1429544.000000000000000,0.103823965941000,1,4384,4383,957.926172262000023,554.943281522999996,1369397612.000000000000000,3312,891,3668,874,1653,1962,4384
427,428,6479287.000000000000000,0.470573324648000,1,4292,4291,995.201465069000051,607.990744686999960,6448195915.000000000000000,4045,647,3383,852,1786,2339,4292
428,429,9389246.000000000000000,0.681915881509000,1,4282,4281,943.011743647999992,577.398326006000048,8854169242.000000000000000,4114,656,4163,815,1649,2099,4282
429,430,10319207.000000000000000,0.749456467311000,1,4315,4314,948.305277043000046,605.160474887999953,9785758453.000000000000000,4170,545,4167,820,1693,2145,4315
430,431,8977971.000000000000000,0.652046075758000,1,4269,4268,891.023847369999999,526.523828590999983,7999586262.000000000000000,3850,630,3663,801,1559,1823,4269
431,432,7222075.000000000000000,0.524520034937000,1,4195,4194,864.108017432999986,526.905175905999954,6240652910.000000000000000,3720,544,3635,764,1558,1827,4195
432,433,7214265.000000000000000,0.523952815478000,1,4327,4326,965.668788296999992,576.346648846999983,6966590541.000000000000000,3942,841,3872,857,1670,2140,4327
433,434,3686872.000000000000000,0.267767674837000,1,4215,4214,816.715883816999963,501.790692305999983,3011126924.000000000000000,3494,659,3114,733,1486,1726,4215
434,435,185657.000000000000000,0.013483772479000,1,4158,4157,650.150158626000007,472.711054296999976,120704928.000000000000000,2080,128,1774,575,1243,1527,4158
435,436,3111753.000000000000000,0.225998316588000,1,4119,4118,682.508855618999974,427.073620290000008,2123798979.000000000000000,2776,833,1960,660,1251,1497,4119
436,437,3450133.000000000000000,0.250573953012000,1,4587,4586,595.922478640999998,487.318245816000001,2056011809.000000000000000,3524,81,2853,505,1147,1478,4587
437,438,513403.000000000000000,0.037287089859400,1,4520,4519,532.904723968999974,472.972296196000002,273594884.000000000000000,2523,117,2866,411,1085,1376,4520
438,439,329412.000000000000000,0.023924314514700,1,4561,4560,426.450836642000013,411.900985841000022,140478023.000000000000000,2044,117,1337,301,955,1159,4561
439,440,2719113.000000000000000,0.197481921159000,1,4549,4548,515.961729798999954,348.357853709999972,1402958247.000000000000000,2372,30,3947,495,932,1081,4549
440,441,2836469.000000000000000,0.206005174271000,1,3713,3712,393.995259952000026,325.009756637000010,1117555341.000000000000000,2201,107,1973,321,822,966,3713
441,442,3241636.000000000000000,0.235431372282000,1,3612,3611,449.385004670000001,369.190656525000009,1456742609.000000000000000,2281,104,2350,391,897,1116,3612
442,443,3330465.000000000000000,0.241882785509000,1,3558,3557,355.768478275999996,295.492856518999986,1184874465.000000000000000,2277,115,1815,287,743,879,3558
443,444,1037490.000000000000000,0.075350130128300,1,2183,2182,294.253276658000004,233.984339540999997,305284832.000000000000000,1425,111,1043,222,624,748,2183
444,445,81105.000000000000000,0.005890439718990,1,1925,1924,257.332309968999994,202.037150157000013,20870937.000000000000000,931,116,661,178,543,648,1925
445,446,4827.000000000000000,0.000350572129013,2,2679,2677,648.460327324999980,284.892965683999989,3130118.000000000000000,488,846,50,628,949,1108,2679
446,447,2826930.000000000000000,0.205312382157000,1,4334,4333,1169.637924180000027,702.248791070000038,3306484537.000000000000000,4003,828,3497,994,2286,2677,4334
447,448,8238213.000000000000000,0.598319426283000,1,4400,4399,1085.014424239999926,699.688822780000010,8938579935.000000000000000,4168,819,3570,894,2140,2657,4400
448,449,10285729.000000000000000,0.747025049508000,1,4282,4281,1167.716966879999973,739.789562384999954,12010820270.000000000000000,4209,836,3580,983,2321,2700,4282
449,450,8619763.000000000000000,0.626030384606000,1,4315,4314,1048.863231739999947,657.278041182000038,9040952477.000000000000000,4187,659,4157,899,1867,2440,4315
450,451,9322143.000000000000000,0.677042369685000,1,4414,4413,963.251692877999972,567.464262611999970,8979570026.000000000000000,4041,796,3862,870,1618,2033,4414
451,452,7579143.000000000000000,0.550452930930000,1,4739,4738,936.882395805999977,584.228856105999967,7100765652.000000000000000,4052,873,3479,834,1638,2071,4739
452,453,9901195.000000000000000,0.719097371228000,1,4290,4289,998.814108701000009,577.512317512999971,9889453259.000000000000000,4102,842,4187,899,1689,2127,4290
453,454,8470522.000000000000000,0.615191409030000,1,4343,4342,959.815172429999961,588.342695606000007,8130135534.000000000000000,4082,772,3878,846,1696,2069,4343
454,455,259098.000000000000000,0.018817596329600,1,4159,4158,701.731178935999992,469.917533583000022,181817145.000000000000000,2178,521,1783,633,1365,1580,4159
455,456,3634033.000000000000000,0.263930119269000,1,4135,4134,744.230435716999978,458.627468174000001,2704557963.000000000000000,3066,680,2959,704,1384,1575,4135
456,457,184423.000000000000000,0.013394150352000,1,3959,3958,519.989486126999964,388.321099768000010,95898021.000000000000000,1806,268,1710,437,972,1161,3959
457,458,82152.000000000000000,0.005966480535040,1,1237,1236,311.805470347999972,160.973682298999989,25615443.000000000000000,879,225,762,292,542,597,1237
458,459,89971.000000000000000,0.006534353639820,1,1191,1190,274.329072700999973,125.822830568000001,24681661.000000000000000,810,188,640,252,450,520,1191
459,460,104653.000000000000000,0.007600668120480,1,1745,1744,235.854987434999998,183.994877650999996,24682932.000000000000000,940,168,576,189,461,582,1745
460,461,126717.000000000000000,0.009203117562070,1,2407,2406,228.555300394000000,197.153185772999990,28961842.000000000000000,1045,117,781,174,456,611,2407
461,462,836754.000000000000000,0.060771210118100,1,3060,3059,351.257864319000021,285.056879470000013,293916423.000000000000000,1446,110,1353,267,771,891,3060
462,463,226031.000000000000000,0.016416028359800,1,2209,2208,182.723144170000012,162.590877833000008,41301095.000000000000000,1014,102,690,130,378,511,2209
463,464,1952331.000000000000000,0.141792590679000,1,2571,2570,297.948159405000013,248.867971121000011,581693428.000000000000000,1624,102,1715,220,661,775,2571
464,465,87341.000000000000000,0.006343343758050,1,2411,2410,249.016567248000001,245.742608767999997,21749356.000000000000000,1067,114,576,160,529,731,2411
465,466,888.000000000000000,0.000064493070347,2,428,426,144.181306306000010,91.582839289600003,128033.000000000000000,193,63,2,122,292,346,428
466,467,573116.000000000000000,0.041623885703600,1,4208,4207,908.178279790000033,676.559974057999966,520491503.000000000000000,3391,608,13,716,1814,2480,4208
467,468,8424426.000000000000000,0.611843579559000,1,4298,4297,1009.352193370000009,692.735177754999995,8503212861.000000000000000,4169,592,3921,820,1937,2543,4298
468,469,7155692.000000000000000,0.519698814792000,1,4295,4294,1008.010758570000007,667.479242534000036,7213014521.000000000000000,4105,514,4176,840,1873,2431,4295
469,470,9442117.000000000000000,0.685755761151000,1,4994,4993,1128.057113459999982,707.690446188999999,10651247248.000000000000000,4186,898,3569,990,2139,2641,4994
470,471,8329001.000000000000000,0.604913116453000,1,4274,4273,900.360793689000047,514.228696574999958,7499105951.000000000000000,3924,619,3884,818,1510,1765,4274
471,472,6655461.000000000000000,0.483368372142000,1,4526,4525,916.029083334999996,552.883994486000006,6096595839.000000000000000,3990,753,3434,839,1546,1875,4526
472,473,2797205.000000000000000,0.203153534729000,1,4209,4208,976.771801137000011,575.525868900999967,2732230966.000000000000000,3763,779,3454,889,1620,2071,4209
473,474,5405919.000000000000000,0.392617471121000,1,5432,5431,967.441863076000004,568.454095606000010,5229912349.000000000000000,3913,756,3274,863,1653,2019,5432
474,475,3939552.000000000000000,0.286119148953000,1,4272,4271,796.393451336999988,543.427226715999950,3137433414.000000000000000,3541,559,3715,694,1543,1715,4272
475,476,7126351.000000000000000,0.517567856259000,1,4230,4229,786.366409259999955,503.867916482999988,5603923047.000000000000000,3639,518,3105,716,1483,1624,4230
476,477,149888.000000000000000,0.010885965459600,1,3779,3778,423.482453565000014,414.776246936000007,63474938.000000000000000,1728,257,791,318,658,1282,3779
477,478,100654.000000000000000,0.007310231421930,1,1185,1184,306.975788344000023,145.492805311000012,30898341.000000000000000,832,229,734,288,514,572,1185
478,479,143700.000000000000000,0.010436547532400,1,1090,1089,278.161029923000001,126.181022655999996,39971740.000000000000000,810,230,725,256,454,521,1090
479,480,9628.000000000000000,0.000699255947407,1,971,970,257.616327377999994,115.335270527000006,2480330.000000000000000,618,180,3,240,406,481,971
480,481,11754.000000000000000,0.000853661654115,2,851,849,256.788242299999979,127.197370925000001,3018289.000000000000000,643,195,2,234,432,505,851
481,482,8588.000000000000000,0.000623723522677,1,803,802,267.635188635000020,162.449565834999987,2298451.000000000000000,654,96,28,240,496,557,803
482,483,2999.000000000000000,0.000217809367083,3,716,713,192.257085695000001,95.789882013400003,576579.000000000000000,389,235,3,191,293,355,716
483,484,2450100.000000000000000,0.177944224838000,1,3414,3413,400.360142442999972,297.010253361000025,980922385.000000000000000,2032,104,1634,344,802,928,3414
484,485,2162155.000000000000000,0.157031547878000,1,2991,2990,408.037820137999972,274.510132908999992,882241013.000000000000000,1747,97,1221,374,785,884,2991
485,486,264062.000000000000000,0.019178118403000,1,2574,2573,386.524391998999988,248.071584126999994,102066404.000000000000000,1123,85,1073,367,732,825,2574
486,487,17406.000000000000000,0.001264151331590,3,2193,2190,481.528898081000023,276.536696210000002,8381492.000000000000000,938,410,8,428,814,962,2193
487,488,4312496.000000000000000,0.313205076461000,1,4570,4569,907.663142180000023,593.894577102999961,3914293670.000000000000000,3809,530,3523,759,1711,2171,4570
488,489,10035545.000000000000000,0.728854853212000,1,4493,4492,1151.624753809999902,714.216425232000006,11557182040.000000000000000,4229,857,4200,987,2235,2686,4493
489,490,10768638.000000000000000,0.782097441522000,1,4733,4732,1101.255576889999929,660.370044344999997,11859022653.000000000000000,4231,825,3650,987,1889,2533,4733
490,491,9473202.000000000000000,0.688013381750000,1,4272,4271,920.986829163000039,539.930765025000028,8724694272.000000000000000,4053,761,4172,827,1567,1838,4272
491,492,8050281.000000000000000,0.584670426625000,1,4314,4313,879.730829022999956,487.805552195000018,7082080378.000000000000000,3788,825,4051,807,1497,1729,4314
492,493,1381623.000000000000000,0.100343591590000,1,4218,4217,851.611336088000030,575.987976144999948,1176605809.000000000000000,3449,655,3165,756,1559,1899,4218
493,494,3612712.000000000000000,0.262381631935000,1,4239,4238,925.773605535000002,530.860272656000006,3344553414.000000000000000,3663,794,3471,837,1587,1866,4239
494,495,4190714.000000000000000,0.304360374780000,1,4264,4263,853.743657286000030,583.959021644000018,3577795497.000000000000000,3701,532,2874,734,1595,1844,4264
495,496,4886940.000000000000000,0.354925411261000,1,4244,4243,832.693020377000039,497.894866170000000,4069320829.000000000000000,3382,533,3420,768,1514,1645,4244
496,497,79515.000000000000000,0.005774962261950,1,3833,3832,392.045953594000025,277.354669472000012,31173534.000000000000000,1236,232,842,335,730,885,3833
497,498,21055.000000000000000,0.001529168464130,1,3788,3787,422.764426501999992,343.635289424000007,8901305.000000000000000,1124,282,691,330,867,1159,3788
498,499,104523.000000000000000,0.007591226567390,1,2303,2302,318.722998765999989,145.476185611000005,33313884.000000000000000,877,260,699,295,519,575,2303
499,500,32876.000000000000000,0.002387696149460,1,3591,3590,293.488654338000003,228.834663242999994,9648733.000000000000000,870,216,591,248,519,638,3591
500,501,120958.000000000000000,0.008784856760120,1,3949,3948,315.328990228000009,290.434989701999996,38141564.000000000000000,1273,154,708,249,551,790,3949
501,502,13037.000000000000000,0.000946842520393,1,842,841,221.490296846999996,117.786091049999996,2887569.000000000000000,593,203,6,206,371,446,842
502,503,1890.000000000000000,0.000137265656481,2,672,670,216.626984126999986,120.404086010000000,409425.000000000000000,410,255,5,199,372,461,672
503,504,66451.000000000000000,0.004826158803610,1,2958,2957,330.149267882000004,282.253769056000010,21938749.000000000000000,1139,120,666,268,646,876,2958
504,505,4123477.000000000000000,0.299477130894000,1,3525,3524,501.291501322999977,319.457815104000019,2067063976.000000000000000,2380,324,1728,467,917,1051,3525
505,506,1866675.000000000000000,0.135571623974000,1,3020,3019,459.105161851999981,265.588653887000021,857000128.000000000000000,1664,330,1316,442,811,894,3020
506,507,42455.000000000000000,0.003083393357620,1,2097,2096,387.745448122000028,278.059364017000007,16461733.000000000000000,1028,69,953,352,782,866,2097
507,508,2917.000000000000000,0.000211853925902,1,501,500,82.648611587199994,59.236378332500003,241086.000000000000000,242,77,123,73,152,203,501
508,509,859958.000000000000000,0.062456454717500,1,4234,4233,902.493836908000048,594.033187577000035,776106795.000000000000000,3324,625,2855,741,1679,2177,4234
509,510,7555262.000000000000000,0.548718517628000,1,4267,4266,930.550564759000054,619.554445288000011,7030553321.000000000000000,4101,553,3170,773,1720,2279,4267
510,511,10945925.000000000000000,0.794973323237000,1,4339,4338,990.568539160000000,602.900575340000046,10842688937.000000000000000,4184,549,4214,884,1696,2204,4339
511,512,11325310.000000000000000,0.822527043387000,1,4525,4524,1050.701157409999951,615.608631467000009,11899516325.000000000000000,4207,844,3829,945,1768,2338,4525
512,513,11770169.000000000000000,0.854835965438000,1,4348,4347,932.527584352999952,515.456691968999962,10976007265.000000000000000,4129,778,3715,848,1532,1799,4348
513,514,7417245.000000000000000,0.538694711220000,1,4315,4314,897.103019248000010,549.663875374999975,6654032884.000000000000000,3996,647,3797,803,1558,1875,4315
514,515,11131145.000000000000000,0.808425357572000,1,4297,4296,1136.073898780000036,656.285292454000000,12645803298.000000000000000,4206,899,3798,1009,1983,2576,4297
515,516,6997654.000000000000000,0.508220936580000,1,4313,4312,944.536489943999982,560.702635843000053,6609539547.000000000000000,4110,709,3551,840,1620,1865,4313
516,517,745073.000000000000000,0.054112663741400,1,4200,4199,688.549654865999969,416.736783311000011,513019757.000000000000000,2308,690,2152,663,1213,1445,4200
517,518,401254.000000000000000,0.029142007262200,1,4023,4022,708.313390022000021,564.305491427999982,284213581.000000000000000,2876,379,1740,569,1363,1798,4023
518,519,46684.000000000000000,0.003390534342410,1,2611,2610,335.837695999000005,197.443014906999991,15678247.000000000000000,988,231,746,301,576,669,2611
519,520,111467.000000000000000,0.008095550757130,1,4031,4030,422.150466057000017,414.015848545999972,47055846.000000000000000,1774,307,997,312,897,1219,4031
520,521,147763.000000000000000,0.010731632380200,1,4382,4381,683.949919804000046,595.814204827000026,101062492.000000000000000,2491,358,1144,475,1481,1954,4382
521,522,633701.000000000000000,0.046024012580800,1,3936,3935,397.714317950999998,362.298153811000020,252031961.000000000000000,2224,164,1553,307,807,1072,3936
522,523,38242.000000000000000,0.002777414410130,1,1217,1216,234.107525756999991,114.509064567999999,8952740.000000000000000,695,222,572,222,380,450,1217
523,524,13489.000000000000000,0.000979670074218,1,840,839,184.869375045999988,123.386165693999999,2493703.000000000000000,618,91,347,157,352,440,840
524,525,86761.000000000000000,0.006301219905790,1,2611,2610,193.179239520000010,180.892897922000003,16760424.000000000000000,905,22,614,151,391,508,2611
525,526,5320408.000000000000000,0.386407035379000,1,3563,3562,563.040481669999963,344.693709610999974,2995605083.000000000000000,2630,319,2849,522,1007,1162,3563
526,527,2090337.000000000000000,0.151815598186000,1,3212,3211,449.708389125999986,322.142464410000002,940042085.000000000000000,2442,323,1509,384,862,992,3212
527,528,1428082.000000000000000,0.103717784782000,1,2567,2566,437.123064361999980,289.009148101999983,624247580.000000000000000,1823,103,1461,411,814,915,2567
528,529,464159.000000000000000,0.033710629548500,1,2096,2095,479.058258054000021,270.272018227999979,222359202.000000000000000,1483,562,1261,482,814,916,2096
529,530,5046.000000000000000,0.000366477514605,5,1126,1121,445.879310345000022,261.045217402999981,2249907.000000000000000,709,636,5,432,806,891,1126
530,531,2969.000000000000000,0.000215630547139,3,624,621,74.453351296700006,48.037693565399998,221052.000000000000000,198,49,3,65,121,148,624
531,532,7810.000000000000000,0.000567219458792,1,728,727,50.917413572299999,36.168367365999998,397665.000000000000000,186,32,114,44,83,104,728
532,533,1038991.000000000000000,0.075459143752800,1,4328,4327,900.247771155000009,555.636236382999982,935349332.000000000000000,3365,765,3456,796,1561,1868,4328
533,534,8743812.000000000000000,0.635039732448000,1,4245,4244,992.616903245000003,600.364838525999971,8679255590.000000000000000,4151,756,4193,894,1677,2211,4245
534,535,10434619.000000000000000,0.757838532891000,1,4286,4285,953.236058738999986,591.943968510999980,9946655090.000000000000000,4166,694,3790,847,1627,2097,4286
535,536,10323231.000000000000000,0.749748719693000,1,4577,4576,928.328378101999988,548.598240798000006,9583348291.000000000000000,4132,654,3605,835,1562,1859,4577
536,537,9486176.000000000000000,0.688955648748000,1,4296,4295,887.880205574999991,494.751634631999991,8422587897.000000000000000,3875,780,4125,808,1498,1707,4296
537,538,10549210.000000000000000,0.766160971432000,1,4690,4689,986.229798913999957,548.055450775000054,10403945257.000000000000000,4065,562,3837,894,1615,1881,4690
538,539,9127946.000000000000000,0.662938359795000,1,4261,4260,891.999147343999994,533.251518720000036,8142120049.000000000000000,3881,665,3372,804,1586,1775,4261
539,540,990713.000000000000000,0.071952841444100,1,4163,4162,687.539759749000041,403.643304203000014,681154578.000000000000000,2387,684,1903,671,1180,1378,4163
540,541,924847.000000000000000,0.067169169629400,1,4367,4366,700.671759760999976,477.177613169999972,648014175.000000000000000,2952,250,2522,644,1234,1518,4367
541,542,106770.000000000000000,0.007754420181210,1,2872,2871,354.416409104000024,173.384149288000003,37841040.000000000000000,987,272,806,341,578,642,2872
542,543,62221.000000000000000,0.004518945191480,1,3624,3623,296.436379999999986,163.928194122000008,18444568.000000000000000,863,210,722,275,513,578,3624
543,544,69430.000000000000000,0.005042515624060,1,4178,4177,497.615051130999973,428.308492231999992,34549413.000000000000000,1618,366,1018,387,985,1301,4178
544,545,315480.000000000000000,0.022912470532600,1,3840,3839,368.852180804000000,342.365816040000027,116365486.000000000000000,1860,112,1319,285,756,1013,3840
545,546,14079.000000000000000,0.001022520199790,1,927,926,204.344981888000007,116.565077305000003,2876973.000000000000000,604,145,5,189,360,421,927
546,547,132.000000000000000,0.000009586807754,16,586,570,178.780303029999999,89.369704920000004,23599.000000000000000,67,160,16,165,270,304,586
547,548,28997.000000000000000,0.002105974730680,1,2749,2748,355.753560713000013,337.217051404000017,10315786.000000000000000,1148,118,553,242,757,1070,2749
548,549,3278505.000000000000000,0.238109069366000,1,3771,3770,513.248683469999946,361.879585803999987,1682688375.000000000000000,2582,320,1836,443,996,1177,3771
549,550,2388491.000000000000000,0.173469727574000,1,3580,3579,617.361306783000032,397.504252661000010,1474561925.000000000000000,2777,562,2535,583,1045,1297,3580
550,551,138292.000000000000000,0.010043778923800,1,2630,2629,307.587546640000028,264.292076531000021,42536897.000000000000000,1191,104,1062,205,716,830,2630
551,552,11622.000000000000000,0.000844074846361,1,951,950,217.074427809000014,155.503638450000011,2522839.000000000000000,604,89,417,172,421,514,951
552,553,196999.000000000000000,0.014307511672500,1,1926,1925,479.699866497000016,247.882620475000010,94500394.000000000000000,1217,550,957,490,802,885,1926
553,554,1537.000000000000000,0.000111628208472,1,209,208,57.188679245300001,25.544420633800001,87899.000000000000000,114,60,1,54,85,98,209
554,555,3883.000000000000000,0.000282011928104,1,988,987,113.500128766000003,114.232070546000003,440721.000000000000000,303,68,2,86,200,290,988
555,556,8246.000000000000000,0.000598884975314,1,601,600,53.130487509100000,45.392063587700001,438114.000000000000000,212,17,2,39,103,126,601
556,557,2.000000000000000,0.000000145254663,341,341,0,341.000000000000000,0.000000000000000,682.000000000000000,1,341,341,341,341,341,341
557,558,1981862.000000000000000,0.143937348405000,1,4204,4203,1105.196928439999965,611.584489751999968,2190347795.000000000000000,3769,851,3203,992,1850,2407,4204
558,559,6995888.000000000000000,0.508092676713000,1,4272,4271,943.609309926000037,543.594126913999958,6601385048.000000000000000,3964,764,3257,857,1585,1876,4272
559,560,11053611.000000000000000,0.802794270053000,1,4707,4706,846.611789939000005,496.337261652999985,9358117394.000000000000000,4058,761,3016,780,1421,1640,4707
