OID_	year_of_di	BA	Grids	agb	CCI_10	treecover_	Afforest	Deforest	2020pnf	Disturb
1075600	1.9859999	0.997284141	730	54	49	67	-9999	0	2	102
1075601	1.9859999	1	730	150	99	62	-9999	0	2	102
1075602	1.9859999	1	730	108.3	79	47	-9999	0	2	102
1075603	1.9859999	1	730	74.3	85	62	-9999	0	2	102
1075604	1.9859999	1	730	86.6	69	62	-9999	0	2	102
1075605	1.9859999	0.979257318	730	113.5	112	54	-9999	0	2	102
1075606	1.9859999	1	730	114.5	88	62	-9999	0	2	102
1075607	1.9859999	1	730	134.1	92	62	-9999	0	2	102
1075608	1.9859999	1	730	119.6	95	60	-9999	0	2	102
1075609	1.9859999	1	730	134.7	82	62	-9999	0	2	102
1075610	1.9859999	1	730	116.2	85	55	-9999	0	2	102
1075611	1.9859999	1	730	80.1	65	63	-9999	0	2	102
1075612	1.9859999	1	730	94.2	108	59	-9999	0	2	102
1075613	1.9859999	1	730	120.5	89	58	-9999	0	2	102
1075614	1.9859999	1	730	128	97	58	-9999	0	2	102
1075615	1.9859999	1	730	73.5	102	62	-9999	0	2	102
1075616	1.9859999	1	730	161.9	52	70	-9999	0	2	102
1075617	1.9859999	1	730	139.8	68	70	-9999	0	2	102
1075618	1.9859999	1	730	135.9	84	70	-9999	0	2	102
1075619	1.9859999	1	730	137.7	99	57	-9999	0	2	102
1075620	1.9859999	1	730	107.6	117	12	-9999	0	2	102
1075621	1.9859999	1	730	112.9	111	55	-9999	0	2	102
1075622	1.9859999	1	730	146.1	101	55	-9999	0	2	102
1075623	1.9859999	0.982751363	730	91	89	62	-9999	0	2	102
1075625	2.017	1	730	43.8	31	72	-9999	0	2	133
1075626	2.017	1	730	49.3	27	72	-9999	0	2	133
1075647	1.9859999	1	730	100	93	90	-9999	0	2	102
1075648	1.9859999	0.972844607	730	75.1	81	87	-9999	0	2	102
1075649	1.9859999	1	730	70.4	82	71	-9999	0	2	102
1075650	1.9859999	1	730	63.6	78	82	-9999	0	2	102
1075651	1.9859999	1	730	71.1	96	85	-9999	0	2	102
1075652	1.9859999	0.98363684	730	125.4	83	72	-9999	0	2	102
1075653	1.9859999	0.953865763	730	78.4	54	72	-9999	0	2	102
1075664	1.9859999	0.958212815	730	137.5	88	78	-9999	0	2	102
1075665	1.9859999	1	730	127.3	85	74	-9999	0	2	102
1075666	1.9859999	1	730	59.9	85	75	-9999	0	2	102
1075667	1.9859999	1	730	158.5	40	82	-9999	0	2	102
1075668	1.9859999	1	730	128.5	71	75	-9999	0	2	102
1075669	1.9859999	0.98781076	730	121.3	89	81	-9999	0	2	102
1075670	1.9859999	0.995665069	730	147	116	67	-9999	0	2	102
1075671	1.9859999	1	730	128.6	110	72	-9999	0	2	102
1075672	1.9859999	1	730	171.7	113	71	-9999	0	2	102
1075673	1.9859999	1	730	148.7	109	71	-9999	0	2	102
1075674	1.9859999	1	730	136.3	103	79	-9999	0	2	102
1075675	1.9859999	1	730	157.1	79	71	-9999	0	2	102
1075676	1.9859999	1	730	173.1	99	75	-9999	0	2	102
1075677	1.9859999	0.953244888	730	155.6	92	71	-9999	0	2	102
1075678	1.9859999	1	730	115.1	79	78	-9999	0	2	102
1075679	1.9859999	1	730	113.1	112	72	-9999	0	2	102
1075680	1.9859999	1	730	134.6	112	72	-9999	0	2	102
1075681	1.9859999	1	730	111.2	97	75	-9999	0	2	102
1075682	1.9859999	1	730	136.9	103	63	-9999	0	2	102
1075683	1.9859999	0.985683076	730	151.4	113	78	-9999	0	2	102
1075684	1.9859999	0.951081966	730	113.8	114	72	-9999	0	2	102
1075685	1.9859999	0.998754491	730	133.7	78	85	-9999	0	2	102
1075686	1.9859999	1	730	78.3	89	85	-9999	0	2	102
1075687	1.9859999	0.972626516	730	93.3	108	12	-9999	0	2	102
1075688	1.9859999	0.976248921	730	114.2	100	25	-9999	0	2	102
1075689	1.9859999	0.950935958	730	90.6	100	55	-9999	0	2	102
1075690	1.9859999	1	730	119.8	67	64	-9999	0	2	102
1075691	1.9859999	1	730	112.4	81	44	-9999	0	2	102
1075692	1.9859999	0.968345482	730	179.1	109	64	-9999	0	2	102
1075693	1.9859999	1	730	99.9	81	44	-9999	0	2	102
1075694	1.9859999	0.999664783	730	47.8	61	82	-9999	0	2	102
1075695	1.9859999	1	730	62.5	52	60	-9999	0	2	102
1075696	1.9859999	1	730	67.6	61	60	-9999	0	2	102
1075697	1.9859999	0.952314842	730	89.4	67	44	-9999	0	2	102
1075698	1.9859999	1	730	66.4	58	67	-9999	0	2	102
1075699	1.9859999	1	730	76.5	74	49	-9999	0	2	102
1075700	1.9859999	1	730	73.6	71	56	-9999	0	2	102
1075701	1.9859999	1	730	78.2	68	63	-9999	0	2	102
1075702	1.9859999	1	730	59.2	57	56	-9999	0	2	102
1075703	1.9859999	0.999654735	730	73.8	68	64	-9999	0	2	102
1075704	1.9859999	1	730	46.8	56	54	-9999	0	2	102
1075705	1.9859999	0.984694901	730	65.1	63	49	-9999	0	2	102
1075706	1.9859999	0.957578819	730	40	89	74	-9999	0	2	102
1075707	1.9859999	0.957787958	730	89.3	110	91	-9999	0	2	102
1075708	1.9859999	1	730	78	72	62	-9999	0	2	102
1075709	1.9859999	1	730	89.7	88	70	-9999	0	2	102
1075710	1.9859999	1	730	83	90	78	-9999	0	2	102
1075711	1.9859999	1	730	67.8	93	64	-9999	0	2	102
1075712	1.9859999	0.987370682	730	71.2	18	82	-9999	0	2	102
1075713	1.9859999	1	730	72.7	43	62	-9999	0	2	102
1075714	1.9859999	0.955440605	730	103.1	22	85	-9999	0	2	102
1075715	1.9859999	1	730	68.5	78	85	-9999	0	2	102
1075716	1.9859999	1	730	55.5	78	91	-9999	0	2	102
1075717	1.9859999	1	730	74.2	72	72	-9999	0	2	102
1075718	1.9859999	0.999276824	730	102.7	75	63	-9999	0	2	102
1075719	1.9859999	1	730	75.4	69	75	-9999	0	2	102
1075720	1.9859999	1	730	64.3	57	20	-9999	0	2	102
1075721	1.9859999	0.99281667	730	90.9	72	71	-9999	0	2	102
1075722	1.9859999	1	730	61.8	86	75	-9999	0	2	102
1075723	1.9859999	1	730	86	68	63	-9999	0	2	102
1075724	1.9859999	1	730	104	67	75	-9999	0	2	102
1075725	1.9859999	1	730	89.2	46	71	-9999	0	2	102
1075726	1.9859999	1	730	71.3	46	72	-9999	0	2	102
1075727	1.9859999	1	730	77.3	43	87	-9999	0	2	102
1075728	1.9859999	1	730	125.2	90	90	-9999	0	2	102
1075729	1.9859999	1	730	99.1	55	77	-9999	0	2	102
1075730	1.9859999	1	730	91.2	78	82	-9999	0	2	102
1075731	1.9859999	1	730	108.4	76	68	-9999	0	2	102
1075732	1.9859999	0.987749486	730	103	56	51	-9999	0	2	102
1075733	1.9859999	1	730	90.7	46	67	-9999	0	2	102
1075734	1.9859999	0.950103635	730	103.2	20	34	-9999	0	2	102
1075735	1.9859999	1	730	79.8	63	85	-9999	0	2	102
1075736	1.9859999	1	730	135	33	64	-9999	0	2	102
1075737	1.9859999	0.955710626	730	70.9	52	68	-9999	0	2	102
1075738	1.9859999	1	730	13.6	36	62	-9999	0	2	102
1075739	1.9859999	1	730	47.3	72	55	-9999	0	2	102
1075740	1.9859999	1	730	86.1	81	82	-9999	0	2	102
1075741	1.9859999	1	730	113.6	57	78	-9999	0	2	102
1075742	1.9859999	1	730	26.3	33	60	-9999	0	2	102
1075743	1.9859999	1	730	42.8	30	63	-9999	0	2	102
1075744	1.9859999	0.976429593	730	44.6	44	83	-9999	0	2	102
1075745	1.9859999	0.998522928	730	97.8	97	67	-9999	0	2	102
1075746	1.9859999	1	730	135.7	44	63	-9999	0	2	102
1075747	1.9859999	1	730	99.1	62	78	-9999	0	2	102
1075748	1.9859999	1	730	73.8	73	78	-9999	0	2	102
1075749	1.9859999	0.968282113	730	102.2	90	63	-9999	0	2	102
1075750	1.9859999	1	730	104.4	42	60	-9999	0	2	102
1075751	1.9859999	1	730	91.7	61	62	-9999	0	2	102
1075752	1.9859999	1	730	96.1	57	60	-9999	0	2	102
1075753	1.9859999	1	730	82.8	38	67	-9999	0	2	102
1075754	1.9859999	1	730	99.5	51	60	-9999	0	2	102
1075755	1.9859999	1	730	87.8	56	60	-9999	0	2	102
1075756	1.9859999	0.972347517	730	84.2	104	47	-9999	0	2	102
1075757	1.9859999	1	730	70	93	44	-9999	0	2	102
1075758	1.9859999	1	730	103.7	93	75	-9999	0	2	102
1075759	1.9859999	1	730	85.6	82	24	-9999	0	2	102
1075760	1.9859999	1	730	78.6	81	37	-9999	0	2	102
1075761	1.9859999	1	730	73.4	78	33	-9999	0	2	102
1075762	1.9859999	0.974345389	730	128.3	81	72	-9999	0	2	102
1075763	1.9859999	1	730	80.6	80	64	-9999	0	2	102
1075764	1.9859999	1	730	143.8	82	62	-9999	0	2	102
1075765	1.9859999	1	730	111.3	82	55	-9999	0	2	102
1075766	1.9859999	0.9709633	730	160.6	82	72	-9999	0	2	102
1075767	1.9859999	1	730	93.8	90	60	-9999	0	2	102
1075768	1.9859999	1	730	98.2	96	62	-9999	0	2	102
1075769	1.9859999	0.962508733	730	99.5	79	54	-9999	0	2	102
1075770	1.9859999	1	730	91	79	51	-9999	0	2	102
1075771	1.9859999	1	730	88.2	57	66	-9999	0	2	102
1075772	1.9859999	1	730	125.8	90	70	-9999	0	2	102
1075773	1.9859999	1	730	136.1	96	60	-9999	0	2	102
1075774	1.9859999	1	730	81.2	92	45	-9999	0	2	102
1075775	1.9859999	1	730	67.1	103	51	-9999	0	2	102
1075776	1.9859999	1	730	55.9	90	58	-9999	0	2	102
1075777	1.9859999	0.960542159	730	97.7	89	66	-9999	0	2	102
1075778	1.9859999	0.982218645	730	112.4	96	74	-9999	0	2	102
1075779	1.9859999	1	730	132.3	86	60	-9999	0	2	102
1075780	1.9859999	1	730	78.8	72	55	-9999	0	2	102
1075781	1.9859999	1	730	148.9	86	49	-9999	0	2	102
1075782	1.9859999	1	730	85.3	98	63	-9999	0	2	102
1075783	1.9859999	1	730	77.2	89	62	-9999	0	2	102
1075784	1.9859999	1	730	48.5	80	64	-9999	0	2	102
1075785	1.9859999	1	730	182	57	44	-9999	0	2	102
1075786	1.9859999	1	730	113.1	69	64	-9999	0	2	102
1075787	1.9859999	1	730	75.1	114	55	-9999	0	2	102
1075788	1.9859999	1	730	61.8	114	56	-9999	0	2	102
1075789	1.9859999	1	730	64.6	116	56	-9999	0	2	102
1075790	1.9859999	0.95665524	730	71.7	35	24	1991	0	2	102
1075791	1.9859999	0.973949449	730	65.1	98	47	-9999	0	2	102
1075792	1.9859999	1	730	80.9	93	47	-9999	0	2	102
1075793	1.9859999	1	730	68.9	84	66	-9999	0	2	102
1075794	1.9859999	0.993351771	730	126.5	51	59	-9999	0	2	102
1075795	1.9859999	1	730	109.2	77	55	-9999	0	2	102
1075796	1.9859999	1	730	124	72	78	-9999	0	2	102
1075797	1.9859999	0.96661391	730	121.4	36	63	-9999	0	2	102
1075798	1.9859999	1	730	124	54	78	-9999	0	2	102
1075799	1.9859999	1	730	131.1	44	62	-9999	0	2	102
1075800	1.9859999	1	730	49.8	39	62	-9999	0	2	102
1075801	1.9859999	0.950878574	730	63.6	83	12	-9999	0	2	102
1075802	1.9859999	0.961225426	730	107.2	86	12	-9999	0	2	102
1075803	1.9859999	0.978210985	730	99.7	80	40	-9999	0	2	102
1075804	1.9859999	0.982421775	730	99.7	87	63	-9999	0	2	102
1075805	1.9859999	0.952967164	730	143.9	108	56	-9999	0	2	102
1075806	1.9859999	0.97633135	730	79.8	73	55	-9999	0	2	102
1075807	1.9859999	0.957625436	730	119.6	73	55	-9999	0	2	102
1075808	1.9859999	0.973585142	730	122.3	75	59	-9999	0	2	102
1075809	1.9859999	1	730	98.9	74	60	-9999	0	2	102
1075810	1.9859999	1	730	127.3	77	62	-9999	0	2	102
1075811	1.9859999	1	730	104.1	77	37	-9999	0	2	102
1075812	1.9859999	0.980960769	730	97.4	77	60	-9999	0	2	102
1075813	1.9859999	0.978503065	730	103.6	84	55	-9999	0	2	102
1075814	1.9859999	0.963764801	730	78	73	63	-9999	0	2	102
1075815	1.9859999	1	730	48.6	80	63	-9999	0	2	102
1075816	1.9859999	0.9952668	730	109.9	73	79	-9999	0	2	102
1075817	1.9859999	0.991510106	730	69.5	64	25	-9999	0	2	102
1075818	1.9859999	0.969055803	730	58.2	56	74	-9999	0	2	102
1075819	1.9859999	0.988876366	730	50.1	35	72	-9999	0	2	102
1075820	1.9859999	0.999145565	730	55.7	67	70	-9999	0	2	102
1075821	1.9859999	0.982513666	730	59.5	48	57	-9999	0	2	102
1075822	1.9859999	0.983161912	730	51.1	57	62	-9999	0	2	102
1075823	1.9859999	1	730	108.3	61	58	-9999	0	2	102
1075824	1.9859999	0.970122195	730	44	63	59	-9999	0	2	102
1075825	1.9859999	0.97843715	730	67.3	38	62	-9999	0	2	102
1075826	1.9859999	0.96660017	730	68.6	69	24	-9999	0	2	102
1075827	1.9859999	1	730	70.4	64	100	-9999	0	2	102
1075828	1.9859999	1	730	69.4	49	87	-9999	0	2	102
1075829	1.9859999	1	730	68.6	56	62	-9999	0	2	102
1075830	1.9859999	0.953218073	730	136.9	53	78	-9999	0	2	102
1075831	1.9859999	0.987666436	730	85.7	59	78	-9999	0	2	102
1075832	1.9859999	0.993939878	730	119.9	63	81	-9999	0	2	102
1075833	1.9859999	0.983440872	730	67.5	47	62	-9999	0	2	102
1075834	1.9859999	1	730	55.4	71	76	-9999	0	2	102
1075835	1.9859999	1	730	60.6	68	76	-9999	0	2	102
1075836	1.9859999	1	730	94.3	49	64	-9999	0	2	102
1075837	1.9859999	0.964931635	730	73.9	41	53	-9999	0	2	102
1075838	1.9859999	0.984326825	730	70.1	61	14	-9999	0	2	102
1075839	1.9859999	1	730	54.3	31	62	-9999	0	2	102
1075840	1.9859999	1	730	56.7	23	62	-9999	0	2	102
1075841	1.9859999	1	730	58.1	30	59	-9999	0	2	102
1075842	1.9859999	0.972367299	730	72.5	38	62	-9999	0	2	102
1075843	1.9859999	0.984641849	730	69.2	56	62	-9999	0	2	102
1075844	1.9859999	0.9973372	730	173.6	48	47	-9999	0	2	102
1075845	1.9859999	1	730	144.3	52	58	-9999	0	2	102
1075846	1.9859999	1	730	102.9	66	47	-9999	0	2	102
1075847	1.9859999	0.993162677	730	180.9	68	60	-9999	0	2	102
1075848	1.9859999	0.951176023	730	124.1	55	64	-9999	0	2	102
1075849	1.9859999	1	730	140.7	135	58	-9999	0	2	102
1075850	1.9859999	0.9932695	730	150.9	138	67	-9999	0	2	102
1075851	1.9859999	0.996828032	730	129.1	123	67	-9999	0	2	102
1075852	1.9859999	1	730	69	66	56	-9999	0	2	102
1075853	1.9859999	0.963499073	730	82.6	91	66	-9999	0	2	102
1075854	1.9859999	1	730	72.8	60	41	-9999	0	2	102
1075855	1.9859999	0.968163313	730	90.1	54	37	-9999	0	2	102
1075856	1.9859999	1	730	89.9	113	70	-9999	0	2	102
1075857	1.9859999	1	730	69.2	13	14	-9999	0	2	102
1075858	1.9859999	1	730	76.8	33	49	-9999	0	2	102
1075859	1.9859999	1	730	89.1	42	62	-9999	0	2	102
1075860	1.9859999	0.961995065	730	83.8	22	44	-9999	0	2	102
1075861	1.9859999	0.97405621	730	72.4	40	54	-9999	0	2	102
1075862	1.9859999	1	730	69.3	23	62	-9999	0	2	102
1075863	1.9859999	1	730	58.8	25	54	-9999	0	2	102
1075864	1.9859999	1	730	78.6	12	62	-9999	0	2	102
1075865	1.9859999	0.97284734	730	80.5	28	56	-9999	0	2	102
1075866	1.9859999	0.99325576	730	69.6	30	60	-9999	0	2	102
1075867	1.9859999	0.994242406	730	71.3	17	81	-9999	0	2	102
1075868	1.9859999	0.973521191	730	63.4	25	58	-9999	0	2	102
1075869	1.9859999	0.981885103	730	56	29	63	-9999	0	2	102
1075870	1.9859999	0.964103207	730	66.7	44	35	-9999	0	2	102
1075871	1.9859999	1	730	69.9	42	54	-9999	0	2	102
1075872	1.9859999	1	730	60.6	23	54	-9999	0	2	102
1075873	1.9859999	1	730	62.4	41	24	-9999	0	2	102
1075874	1.9859999	1	730	46.6	26	54	-9999	0	2	102
1075875	1.9859999	0.999593211	730	74.2	59	44	-9999	0	2	102
1075876	1.9859999	0.999655011	730	66.6	25	28	-9999	0	2	102
1075877	1.9859999	1	730	67.7	28	43	-9999	0	2	102
1075878	1.9859999	1	730	79	38	43	-9999	0	2	102
1075879	1.9859999	0.978445059	730	66.3	18	27	-9999	0	2	102
1075880	1.9859999	1	730	57.2	16	44	-9999	0	2	102
1075881	1.9859999	0.954051817	730	61.3	15	27	-9999	0	2	102
1075882	1.9859999	1	730	56.6	32	52	-9999	0	2	102
1075883	1.9859999	1	730	72.4	20	43	-9999	0	2	102
1075884	1.9859999	1	730	60.9	22	54	-9999	0	2	102
1075885	1.9859999	1	730	60.6	16	54	-9999	0	2	102
1075886	1.9859999	1	730	66.7	14	52	-9999	0	2	102
1075887	1.9859999	1	730	69.7	19	54	-9999	0	2	102
1075888	1.9859999	1	730	72.3	19	54	-9999	0	2	102
1075889	1.9859999	1	730	82.5	68	58	-9999	0	2	102
1075890	1.9859999	0.972222259	730	46.1	95	59	-9999	0	2	102
1075891	1.9859999	1	730	49.3	44	14	-9999	0	2	102
1075892	1.9859999	1	730	63.1	66	62	-9999	0	2	102
1075893	1.9859999	1	730	41.1	45	62	-9999	0	2	102
1075894	1.9859999	1	730	52.5	77	30	-9999	0	2	102
1075895	1.9859999	1	730	43.6	45	62	-9999	0	2	102
1075896	1.9859999	1	730	58.7	15	62	-9999	0	2	102
1075897	1.9859999	1	730	50.6	49	34	-9999	0	2	102
1075898	1.9859999	0.961648378	730	96.6	79	64	-9999	0	2	102
1075899	1.9859999	1	730	55.1	65	64	-9999	0	2	102
1075900	1.9859999	0.959344297	730	49.3	68	60	-9999	0	2	102
1075901	1.9859999	1	730	72.7	69	83	-9999	0	2	102
1075902	1.9859999	0.986824896	730	67	87	35	-9999	0	2	102
1075903	1.9859999	1	730	77.5	59	64	-9999	0	2	102
1075904	1.9859999	1	730	45.1	51	72	-9999	0	2	102
1075905	1.9859999	1	730	54.9	14	64	-9999	0	2	102
1075906	1.9859999	1	730	47.3	36	66	-9999	0	2	102
1075907	1.9859999	0.981673106	730	78.7	54	63	-9999	0	2	102
1075908	1.9859999	1	730	48.2	41	72	-9999	0	2	102
1075909	1.9859999	1	730	152.9	61	58	-9999	0	2	102
1075910	1.9859999	1	730	372.8	60	64	-9999	0	2	102
1075911	1.9859999	1	730	201.4	59	62	-9999	0	2	102
1075912	1.9859999	0.999172339	730	125.9	50	66	-9999	0	2	102
1075913	1.9859999	1	730	184.6	50	64	-9999	0	2	102
1075914	1.9859999	0.979609799	730	176.5	46	66	-9999	0	2	102
1075915	1.9859999	0.994068061	730	135.9	51	62	-9999	0	2	102
1075916	1.9859999	1	730	107.3	48	59	-9999	0	2	102
1075917	1.9859999	1	730	214	70	75	-9999	0	2	102
1075918	1.9859999	1	730	107.9	58	68	-9999	0	2	102
1075919	1.9859999	1	730	144	91	72	-9999	0	2	102
1075920	1.9859999	1	730	137.7	63	96	-9999	0	2	102
1075921	1.9859999	1	730	238.3	60	96	-9999	0	2	102
1075922	1.9859999	1	730	110.5	123	64	-9999	0	2	102
1075923	1.9859999	1	730	145.6	72	64	-9999	0	2	102
1075924	1.9859999	0.969769081	730	138.6	89	72	-9999	0	2	102
1075925	1.9859999	1	730	230.1	69	72	-9999	0	2	102
1075926	1.9859999	0.967226922	730	178	82	60	-9999	0	2	102
1075927	1.9859999	1	730	167.1	103	74	-9999	0	2	102
1075928	1.9859999	0.955322897	730	134.5	110	74	-9999	0	2	102
1075929	1.9859999	1	730	133.2	104	75	-9999	0	2	102
1075930	1.9859999	1	730	122.6	98	64	-9999	0	2	102
1075931	1.9859999	1	730	121	121	71	-9999	0	2	102
1075932	1.9859999	1	730	92	108	72	-9999	0	2	102
1075933	1.9859999	1	730	82	63	71	-9999	0	2	102
1075934	1.9859999	1	730	109.3	61	75	-9999	0	2	102
1075935	1.9859999	0.969769081	730	94	66	72	-9999	0	2	102
1075945	1.987	0.954245358	730	171.1	71	63	-9999	0	2	103
1075946	1.987	0.98123278	730	88.3	114	58	-9999	0	2	103
1075947	1.987	1	730	213.6	70	60	-9999	0	2	103
1075948	1.987	1	730	126.6	93	66	-9999	0	2	103
1075949	1.987	1	730	181.2	93	64	-9999	0	2	103
1075950	1.987	0.970426092	730	86.1	86	70	-9999	0	2	103
1075951	1.987	0.96516283	730	109.6	113	63	-9999	0	2	103
1075952	1.987	1	730	68.1	78	72	-9999	0	2	103
1075953	1.987	0.991563097	730	98.2	94	62	-9999	0	2	103
1075954	1.987	0.964393651	730	87.6	92	54	-9999	0	2	103
1075955	1.987	1	730	85.3	118	72	-9999	0	2	103
1075956	1.989	0.962173024	730	120.4	74	54	-9999	0	2	105
1075957	1.989	1	730	96.3	71	68	-9999	0	2	105
1075958	1.989	1	730	83.6	66	72	-9999	0	2	105
1075959	1.989	1	730	86.2	64	72	-9999	0	2	105
1075960	1.989	1	730	100.9	62	62	-9999	0	2	105
1075961	1.989	1	730	131.4	69	58	-9999	0	2	105
1075962	1.9910001	1	730	88.6	60	62	-9999	0	2	107
1075963	1.9910001	1	730	81.3	83	95	-9999	0	2	107
1075964	1.9910001	1	730	104.7	49	83	-9999	0	2	107
1075965	1.9910001	0.999369452	730	87.6	76	62	-9999	0	2	107
1075966	1.9910001	1	730	54.8	96	95	-9999	0	2	107
1075967	1.9910001	1	730	72.8	82	86	-9999	0	2	107
1075968	1.9910001	0.995459669	730	81	74	76	-9999	0	2	107
1075969	1.9910001	0.986574355	730	110.6	55	85	-9999	0	2	107
1075970	1.9910001	0.957708083	730	61.2	43	60	-9999	0	2	107
1075971	1.9910001	0.962778937	730	64.7	49	30	-9999	0	2	107
1075972	1.9910001	0.996607101	730	62.5	66	58	-9999	0	2	107
1075973	1.9910001	1	730	76.5	58	44	-9999	0	2	107
1075974	1.9910001	0.994488744	730	89.2	71	43	-9999	0	2	107
1075975	1.9910001	1	730	84.6	52	62	-9999	0	2	107
1075976	1.9910001	0.972805734	730	118.3	65	55	-9999	0	2	107
1075977	1.9910001	1	730	65.6	65	67	-9999	0	2	107
1075978	1.9910001	1	730	79.9	71	51	-9999	0	2	107
1075979	1.9910001	0.998884754	730	85.8	57	37	-9999	0	2	107
1075980	1.9910001	1	730	161.6	69	43	-9999	0	2	107
1075981	1.9910001	0.999811481	730	125.7	56	51	-9999	0	2	107
1075982	1.9910001	0.963350525	730	74.5	23	47	-9999	0	2	107
1075983	1.9910001	0.963579903	730	63.1	23	62	-9999	0	2	107
1075984	1.9910001	0.997692457	730	51.1	18	58	-9999	0	2	107
1075985	1.9910001	0.955523064	730	51.2	35	58	-9999	0	2	107
1075986	1.9910001	0.974229933	730	62.5	24	25	-9999	0	2	107
1075987	1.9910001	1	730	60.1	26	64	-9999	0	2	107
1075988	1.9910001	0.954738047	730	52.9	22	56	-9999	0	2	107
1075989	1.9910001	0.979109339	730	40.8	28	47	-9999	0	2	107
1075990	1.9910001	0.968468241	730	66.7	28	64	-9999	0	2	107
1075991	1.9910001	0.998532052	730	45.2	45	59	-9999	0	2	107
1075992	1.9910001	0.974780409	730	64.4	25	47	-9999	0	2	107
1075993	1.9910001	0.954051817	730	57	69	60	-9999	0	2	107
1075994	1.9910001	0.994197487	730	49.5	36	64	-9999	0	2	107
1075995	1.9910001	1	730	58	44	64	-9999	0	2	107
1075996	1.9910001	1	730	52.1	22	55	-9999	0	2	107
1075997	1.9910001	0.987460384	730	32.8	67	55	-9999	0	2	107
1075998	1.9910001	0.986240045	730	78.9	18	51	-9999	0	2	107
1075999	1.9910001	0.952832046	730	57.4	36	60	-9999	0	2	107
1076000	1.9910001	0.970856157	730	47.6	75	54	-9999	0	2	107
1076001	1.9910001	1	730	44.4	99	60	-9999	0	2	107
1076002	1.9910001	0.968284884	730	66.6	28	55	-9999	0	2	107
1076003	1.9910001	0.95778056	730	56.3	87	25	-9999	0	2	107
1076004	1.9910001	0.965489401	730	51.5	47	58	-9999	0	2	107
1076005	1.9910001	0.952181601	730	59.4	61	55	-9999	0	2	107
1076006	1.9910001	0.952181601	730	71.3	58	49	-9999	0	2	107
1076007	1.992	0.999153933	730	103.4	76	64	-9999	0	2	108
1076008	1.992	0.964143058	730	86.1	85	71	-9999	0	2	108
1076009	1.992	0.959348844	730	83.4	88	59	-9999	0	2	108
1076010	1.992	1	730	100.2	74	71	-9999	0	2	108
1076011	1.993	1	730	68.8	89	71	-9999	0	2	109
1076012	1.993	0.954775902	730	65.6	79	44	-9999	0	2	109
1076013	1.993	0.952677232	730	113.9	92	51	-9999	0	2	109
1076014	1.994	0.978665602	730	101	86	12	-9999	0	2	110
1076015	1.994	1	730	67.6	82	45	-9999	0	2	110
1076016	1.994	1	730	109	58	44	-9999	0	2	110
1076017	1.994	1	730	113.9	61	45	-9999	0	2	110
1076018	1.994	1	730	123.3	68	27	-9999	0	2	110
1076019	1.994	0.96016877	730	120	68	64	-9999	0	2	110
1076020	1.994	1	730	89.7	63	59	-9999	0	2	110
1076021	1.994	1	730	105.5	67	57	-9999	0	2	110
1076022	1.994	1	730	88.4	61	49	-9999	0	2	110
1076023	1.994	1	730	105.5	61	45	-9999	0	2	110
1076024	1.994	0.972613302	730	86.4	54	63	-9999	0	2	110
1076025	1.994	0.988922823	730	114.2	75	55	-9999	0	2	110
1076026	1.994	0.967211254	730	65.6	42	44	-9999	0	2	110
1076027	1.994	0.962177184	730	79.6	38	64	-9999	0	2	110
1076028	1.994	0.95533539	730	61.8	34	61	-9999	0	2	110
1076029	1.994	0.955834259	730	60.5	104	74	-9999	0	2	110
1076030	1.994	1	730	70.3	76	78	-9999	0	2	110
1076031	1.994	1	730	70.7	95	72	-9999	0	2	110
1076032	1.994	1	730	73.7	116	72	-9999	0	2	110
1076033	1.994	1	730	55.4	51	25	-9999	0	2	110
1076034	1.994	1	730	56	59	45	-9999	0	2	110
1076035	1.994	0.964586588	730	64.6	48	45	-9999	0	2	110
1076036	1.994	1	730	63	45	55	-9999	0	2	10
1076037	1.994	0.961008055	730	54.4	40	45	-9999	0	2	110
1076038	1.994	0.995891615	730	81.9	49	33	-9999	0	2	110
1076039	1.994	0.966484774	730	74.7	108	54	-9999	0	2	110
1076040	1.994	0.995119684	730	69.8	97	15	-9999	0	2	110
1076041	1.994	0.979083641	730	56.6	106	40	-9999	0	2	110
1076042	1.994	1	730	74.3	89	54	-9999	0	2	110
1076043	1.994	1	730	77.7	27	71	-9999	0	2	110
1076044	1.994	1	730	82.5	47	51	-9999	0	2	110
1076045	1.994	0.956005184	730	86.4	50	62	-9999	0	2	110
1076046	1.995	0.994261449	730	66.5	56	56	-9999	0	2	111
1076047	1.995	0.95254971	730	88.8	91	45	-9999	0	2	111
1076048	1.998	1	730	94.1	85	55	-9999	0	2	114
1076049	1.998	1	730	91.3	84	54	-9999	0	2	114
1076050	1.998	0.996212674	730	73.4	95	55	-9999	0	2	114
1076051	1.998	1	730	88.7	96	25	-9999	0	2	114
1076052	1.998	0.973735533	730	106.9	97	60	-9999	0	2	114
1076053	1.998	1	730	98	92	54	-9999	0	2	114
1076054	1.998	0.951887546	730	90.9	96	30	-9999	0	2	14
1076055	1.998	0.971941689	730	104.9	96	25	-9999	0	2	114
1076056	1.998	0.982021324	730	96.5	97	63	-9999	0	2	114
1076057	1.998	1	730	119.3	98	62	-9999	0	2	114
1076058	1.998	1	730	102.5	97	55	-9999	0	2	114
1076059	1.998	1	730	130.9	105	55	-9999	0	2	114
1076060	1.998	1	730	123	98	62	-9999	0	2	114
