OID_	year_of_di	BA	Grids	agb	CCI_10	treecover_	Afforest	Deforest	2020pnf	Disturb
1067011	1.995	1	730	56.1	93	75	-9999	0	2	111
1067012	1.995	1	730	78.8	84	58	-9999	0	2	111
1067013	1.995	1	730	97.9	75	44	-9999	0	2	111
1067014	1.995	0.991018982	730	81.6	87	64	-9999	0	2	111
1067015	1.995	0.995285968	730	75.9	61	58	-9999	0	2	111
1067016	1.995	1	730	99.8	48	58	-9999	0	2	111
1067017	1.995	0.9937837	730	80.9	61	54	-9999	0	2	111
1067018	1.9960001	0.963390446	730	91.6	51	46	-9999	0	2	112
1067019	1.9960001	0.972970738	730	114.6	40	66	-9999	0	2	112
1067020	1.9960001	0.955605411	730	69.3	61	46	-9999	0	2	112
1067021	1.9960001	0.978879573	730	69.8	35	28	-9999	0	2	112
1067022	1.997	1	730	92.6	97	54	-9999	0	2	113
1067023	2.007	1	730	68.4	44	51	-9999	0	2	23
1067024	2.007	1	730	42.6	28	72	-9999	0	2	123
1067025	2.007	1	730	54.6	52	79	-9999	0	2	23
1067026	2.007	1	730	55.8	33	68	-9999	0	2	23
1067027	2.01	1	730	25.6	-9999	75	2018	0	2	26
1067028	2.01	0.987063333	730	3.1	-9999	89	-9999	0	2	126
1067029	2.01	1	730	20.2	-9999	89	2019	0	2	126
1067030	2.01	0.956543906	730	4	-9999	89	2018	0	2	26
1067031	2.01	0.965171899	730	13	5	75	-9999	0	2	26
1067038	2.0139999	1	730	42.1	19	72	-9999	0	2	130
1067041	2.0139999	1	730	40.6	11	62	-9999	0	2	130
1067042	2.0139999	1	730	15.7	10	59	-9999	0	2	130
1067043	2.0139999	0.976987859	730	24.4	8	63	-9999	0	2	130
1067044	2.0139999	1	730	15.7	8	62	-9999	0	2	130
1067045	2.0139999	1	730	25.2	7	51	-9999	0	2	130
1067046	2.0139999	1	730	15.2	10	63	-9999	0	2	130
1067047	2.0139999	1	730	65	10	59	-9999	0	2	130
1067054	2.016	0.976913752	730	61.8	38	63	-9999	0	2	132
1067055	2.016	1	730	64	57	72	-9999	0	2	132
1067056	2.016	0.978758277	730	46.2	51	89	-9999	0	2	132
1067057	2.017	1	730	71.1	17	65	-9999	2017	2	133
1067058	2.017	1	730	27.1	15	56	-9999	0	2	133
1067059	2.017	1	730	27.6	38	87	-9999	2017	2	133
1067060	2.017	1	730	25.1	16	56	-9999	0	2	133
1067061	2.017	1	730	36.3	16	77	-9999	0	2	133
1067062	2.017	1	730	42	16	61	-9999	0	2	133
1067063	2.017	0.97578095	730	32.8	31	70	-9999	2018	2	133
1075140	1.9859999	0.971353194	730	67.6	60	62	-9999	0	2	102
1075141	1.9859999	1	730	66.4	47	72	-9999	0	2	102
1075142	1.9859999	1	730	62	48	62	-9999	0	2	102
1075143	1.9859999	1	730	60.5	51	62	-9999	0	2	102
1075144	1.9859999	0.954377203	730	103.3	81	78	-9999	0	2	102
1075145	1.9859999	1	730	72.3	84	68	-9999	0	2	102
1075146	1.9859999	1	730	105.4	56	60	-9999	0	2	102
1075147	1.9859999	0.982888709	730	94.2	34	59	-9999	0	2	102
1075148	1.9859999	1	730	80.6	65	72	-9999	0	2	102
1075149	1.9859999	1	730	102.8	65	72	-9999	0	2	102
1075150	1.9859999	1	730	124.3	9	72	-9999	0	2	102
1075151	1.9859999	0.968625292	730	104.4	63	64	-9999	0	2	102
1075153	1.9859999	0.974211449	730	105.7	21	47	-9999	0	2	102
1075156	1.9859999	1	730	83.1	32	55	-9999	0	2	102
1075158	1.9859999	0.953176858	730	72.6	32	72	-9999	0	2	102
1075159	1.9859999	1	730	63.7	39	72	-9999	0	2	102
1075160	1.9859999	1	730	77.4	41	59	-9999	0	2	102
1075161	1.9859999	1	730	39.4	61	62	-9999	0	2	102
1075162	1.9859999	1	730	91.5	85	64	-9999	0	2	102
1075163	1.9859999	1	730	91.7	58	71	-9999	0	2	102
1075164	1.9859999	1	730	114.6	50	72	-9999	0	2	102
1075166	1.9859999	1	730	70.1	50	72	-9999	0	2	102
1075168	1.9859999	0.988088127	730	125.5	123	74	-9999	0	2	102
1075169	1.9859999	1	730	132.1	21	70	-9999	0	2	102
1075170	1.9859999	0.96486775	730	73.3	21	75	-9999	0	2	102
1075171	1.9859999	0.950425516	730	106.9	92	60	-9999	0	2	102
1075172	1.9859999	1	730	130.1	90	70	-9999	0	2	102
1075173	1.9859999	1	730	80.7	106	74	-9999	0	2	102
1075174	1.9859999	1	730	86.2	112	70	-9999	0	2	102
1075175	1.9859999	1	730	99.2	27	79	-9999	0	2	102
1075176	1.9859999	0.972407289	730	77.7	102	14	-9999	0	2	102
1075177	1.9859999	1	730	84.5	104	73	-9999	0	2	102
1075178	1.9859999	1	730	92.2	81	67	-9999	0	2	102
1075179	1.9859999	0.996542118	730	72.4	126	60	-9999	0	2	102
1075180	1.9859999	1	730	64.9	114	62	-9999	0	2	102
1075181	1.9859999	1	730	60.5	97	62	-9999	0	2	102
1075182	1.9859999	1	730	67.1	93	63	-9999	0	2	102
1075183	1.9859999	1	730	92.1	74	54	-9999	0	2	102
1075184	1.9859999	1	730	57.7	93	54	-9999	0	2	102
1075185	1.9859999	1	730	69.8	101	64	-9999	0	2	102
1075186	1.9859999	1	730	74.9	79	55	-9999	0	2	102
1075187	1.9859999	1	730	68.3	100	54	-9999	0	2	102
1075188	1.9859999	1	730	79.9	101	60	-9999	0	2	102
1075189	1.9859999	1	730	48.1	96	68	-9999	0	2	102
1075190	1.9859999	1	730	59.4	98	71	-9999	0	2	102
1075191	1.9859999	1	730	67.5	93	62	-9999	0	2	102
1075192	1.9859999	1	730	74.3	94	63	-9999	0	2	102
1075193	1.9859999	1	730	66.7	98	59	-9999	0	2	102
1075194	1.9859999	1	730	61.2	105	62	-9999	0	2	102
1075195	1.9859999	1	730	102.6	104	64	-9999	0	2	102
1075196	1.9859999	0.973106892	730	69.5	85	72	-9999	0	2	102
1075197	1.9859999	1	730	103.7	91	78	-9999	0	2	102
1075198	1.9859999	1	730	110.3	93	67	-9999	0	2	102
1075199	1.9859999	1	730	80.6	120	71	-9999	0	2	102
1075200	1.9859999	1	730	69.7	70	62	-9999	0	2	102
1075201	1.9859999	1	730	66.9	98	58	-9999	0	2	102
1075202	1.9859999	1	730	63.3	99	60	-9999	0	2	102
1075203	1.9859999	1	730	61.2	92	56	-9999	0	2	102
1075204	1.9859999	1	730	100.5	108	70	-9999	0	2	102
1075205	1.9859999	1	730	106.9	113	71	-9999	0	2	102
1075206	1.9859999	1	730	65.8	38	75	-9999	0	2	102
1075207	1.9859999	1	730	66.8	83	64	-9999	0	2	102
1075208	1.9859999	1	730	83.3	112	85	-9999	0	2	102
1075209	1.9859999	1	730	136.7	118	85	-9999	0	2	102
1075210	1.9859999	1	730	52.3	82	64	-9999	0	2	102
1075211	1.9859999	0.973830472	730	76.3	118	56	-9999	0	2	102
1075212	1.9859999	1	730	59	81	60	-9999	0	2	102
1075213	1.9859999	1	730	23.3	52	67	-9999	0	2	102
1075214	1.9859999	1	730	58	66	67	-9999	0	2	102
1075215	1.9859999	1	730	59.9	74	66	-9999	0	2	102
1075216	1.9859999	1	730	57.8	83	64	-9999	0	2	102
1075217	1.9859999	1	730	53.6	105	67	-9999	0	2	102
1075218	1.9859999	1	730	48.8	83	64	-9999	0	2	102
1075219	1.9859999	1	730	66.6	94	58	-9999	0	2	102
1075220	1.9859999	1	730	56.9	92	58	-9999	0	2	102
1075221	1.9859999	1	730	65.9	77	58	-9999	0	2	102
1075222	1.9859999	0.993495918	730	65.6	92	63	-9999	0	2	102
1075223	1.9859999	1	730	65.3	98	62	-9999	0	2	102
1075224	1.9859999	1	730	68	101	44	-9999	0	2	102
1075225	1.9859999	1	730	54.8	69	60	-9999	0	2	102
1075226	1.9859999	1	730	68.1	101	63	-9999	0	2	102
1075227	1.9859999	1	730	73.9	82	63	-9999	0	2	102
1075228	1.9859999	1	730	68.6	97	62	-9999	0	2	102
1075229	1.9859999	1	730	156.2	97	70	-9999	0	2	102
1075230	1.9859999	1	730	67.8	69	64	-9999	0	2	102
1075231	1.9859999	1	730	68	96	78	-9999	0	2	102
1075232	1.9859999	1	730	115.4	102	67	-9999	0	2	102
1075233	1.9859999	1	730	71.2	69	71	-9999	0	2	102
1075234	1.9859999	1	730	73.8	113	76	-9999	0	2	102
1075235	1.9859999	1	730	65.3	114	63	-9999	0	2	102
1075236	1.9859999	0.996576278	730	71.4	111	71	-9999	0	2	102
1075237	1.9859999	0.982320256	730	70.8	128	71	-9999	0	2	102
1075238	1.9859999	1	730	85	92	56	-9999	0	2	102
1075239	1.9859999	1	730	74.5	109	76	-9999	0	2	102
1075240	1.9859999	1	730	67.6	111	60	-9999	0	2	102
1075241	1.9859999	1	730	138	105	64	-9999	0	2	102
1075242	1.9859999	1	730	127.2	110	62	-9999	0	2	102
1075243	1.9859999	1	730	63	111	70	-9999	0	2	102
1075244	1.9859999	1	730	71.4	113	43	-9999	0	2	102
1075245	1.9859999	1	730	44.8	80	75	-9999	0	2	102
1075246	1.9859999	1	730	53.2	111	70	-9999	0	2	102
1075247	1.9859999	1	730	64.3	120	70	-9999	0	2	102
1075248	1.9859999	1	730	74.7	95	70	-9999	0	2	102
1075249	1.9859999	1	730	69.2	125	68	-9999	0	2	102
1075250	1.9859999	1	730	98.8	118	74	-9999	0	2	102
1075251	1.9859999	1	730	144.3	119	70	-9999	0	2	102
1075252	1.9859999	1	730	105.4	112	74	-9999	0	2	102
1075253	1.9859999	1	730	93.3	102	66	-9999	0	2	102
1075254	1.9859999	0.983168226	730	112.9	89	58	-9999	0	2	102
1075255	1.9859999	1	730	54.9	52	67	-9999	0	2	102
1075256	1.9859999	1	730	69.6	106	75	-9999	0	2	102
1075257	1.9859999	1	730	52.5	117	67	-9999	0	2	102
1075258	1.9859999	1	730	65.9	88	71	-9999	0	2	102
1075259	1.9859999	1	730	55.4	94	70	-9999	0	2	102
1075260	1.9859999	1	730	62.2	114	70	-9999	0	2	102
1075261	1.9859999	1	730	101.6	116	78	-9999	0	2	102
1075262	1.9859999	1	730	108.3	111	70	-9999	0	2	102
1075263	1.9859999	1	730	145.2	105	70	-9999	0	2	102
1075264	1.9859999	1	730	62	102	78	-9999	0	2	102
1075265	1.9859999	1	730	71.2	109	71	-9999	0	2	102
1075266	1.9859999	1	730	43.5	70	56	-9999	0	2	102
1075267	1.9859999	1	730	46.8	98	52	-9999	0	2	102
1075268	1.9859999	0.967213181	730	45.4	117	70	-9999	0	2	102
1075269	1.9859999	1	730	22.3	84	62	-9999	0	2	102
1075270	1.9859999	1	730	64.6	92	71	-9999	0	2	102
1075271	1.9859999	1	730	51.5	90	78	-9999	0	2	102
1075272	1.9859999	1	730	45.4	95	77	-9999	0	2	102
1075273	1.9859999	1	730	79.4	73	47	-9999	0	2	102
1075274	1.9859999	1	730	65.3	84	78	-9999	0	2	102
1075275	1.9859999	1	730	214.3	88	62	-9999	0	2	102
1075276	1.9859999	1	730	141.2	70	60	-9999	0	2	102
1075277	1.9859999	0.990433328	730	3.9	95	49	-9999	0	2	102
1075278	1.9859999	1	730	150.6	87	63	-9999	0	2	102
1075279	1.9859999	0.962223213	730	110	55	70	-9999	0	2	102
1075280	1.9859999	1	730	122.2	76	55	-9999	0	2	102
1075281	1.9859999	0.980990644	730	153.2	57	58	-9999	0	2	102
1075282	1.9859999	1	730	158.6	76	67	-9999	0	2	102
1075283	1.9859999	1	730	114.9	57	62	-9999	0	2	102
1075284	1.9859999	0.980952969	730	95.4	84	53	-9999	0	2	102
1075285	1.9859999	1	730	139.6	67	70	-9999	0	2	102
1075286	1.9859999	1	730	121	49	62	-9999	0	2	102
1075287	1.9859999	1	730	113.9	49	60	-9999	0	2	102
1075288	1.9859999	1	730	105.6	44	62	-9999	0	2	102
1075289	1.9859999	1	730	78.2	52	76	-9999	0	2	102
1075290	1.9859999	1	730	90.3	36	45	-9999	0	2	102
1075291	1.9859999	1	730	82.2	52	74	-9999	0	2	102
1075292	1.9859999	0.995880882	730	75.9	41	77	-9999	0	2	102
1075293	1.9859999	0.974032929	730	109.1	77	52	-9999	0	2	102
1075294	1.9859999	1	730	94.2	64	56	-9999	0	2	102
1075295	1.9859999	1	730	73.6	72	81	-9999	0	2	102
1075296	1.9859999	1	730	134.9	81	64	-9999	0	2	102
1075297	1.9859999	1	730	120.9	76	79	-9999	0	2	102
1075298	1.9859999	1	730	128.3	74	76	-9999	0	2	102
1075299	1.9859999	1	730	105.5	69	63	-9999	0	2	102
1075300	1.9859999	1	730	109.9	77	67	-9999	0	2	102
1075301	1.9859999	1	730	94.6	74	59	-9999	0	2	102
1075302	1.9859999	1	730	114.4	69	77	-9999	0	2	102
1075303	1.9859999	1	730	93.2	77	60	-9999	0	2	102
1075304	1.9859999	0.96936183	730	71.3	69	63	-9999	0	2	102
1075305	1.9859999	0.978407843	730	136.6	59	75	-9999	0	2	102
1075306	1.9859999	1	730	58	100	64	-9999	0	2	102
1075307	1.9859999	0.965241358	730	44.7	98	47	-9999	0	2	102
1075308	1.9859999	0.970224546	730	58.8	60	54	-9999	0	2	102
1075309	1.9859999	1	730	61.6	108	70	-9999	0	2	102
1075310	1.9859999	1	730	54.5	130	76	-9999	0	2	102
1075311	1.9859999	0.975265082	730	62.7	112	63	-9999	0	2	102
1075312	1.9859999	1	730	56.3	84	71	-9999	0	2	102
1075313	1.9859999	0.971873369	730	147.9	111	71	-9999	0	2	102
1075314	1.9859999	1	730	125.4	112	66	-9999	0	2	102
1075315	1.9859999	1	730	58	80	62	-9999	0	2	102
1075316	1.9859999	0.976029108	730	112.3	95	70	-9999	0	2	102
1075317	1.9859999	1	730	94.9	77	58	-9999	0	2	102
1075318	1.9859999	1	730	98.6	73	49	-9999	0	2	102
1075319	1.9859999	1	730	91.3	79	55	-9999	0	2	102
1075320	1.9859999	1	730	70.6	81	60	-9999	0	2	102
1075321	1.9859999	0.969620726	730	52.9	92	52	-9999	0	2	102
1075322	1.9859999	0.962486405	730	86	81	63	-9999	0	2	102
1075323	1.9859999	1	730	70.2	91	54	-9999	0	2	102
1075324	1.9859999	1	730	107.3	96	70	-9999	0	2	102
1075325	1.9859999	0.975360854	730	95.5	97	12	-9999	0	2	102
1075326	1.9859999	1	730	111.3	97	54	-9999	0	2	102
1075327	1.9859999	0.973996777	730	88.5	104	64	-9999	0	2	102
1075328	1.9859999	1	730	79.3	104	64	-9999	0	2	102
1075329	1.9859999	1	730	118.9	95	62	-9999	0	2	102
1075330	1.9859999	1	730	67.7	103	55	-9999	0	2	102
1075331	1.9859999	1	730	73.3	103	58	-9999	0	2	102
1075332	1.9859999	1	730	80.3	83	66	-9999	0	2	102
1075333	1.9859999	1	730	59.4	83	64	-9999	0	2	102
1075334	1.9859999	0.999462625	730	103.1	88	63	-9999	0	2	102
1075335	1.988	0.961629262	730	100.6	68	27	-9999	0	2	104
1075336	1.988	0.989448267	730	118.9	80	62	-9999	0	2	104
1075337	1.989	0.963384411	730	114.7	71	64	-9999	0	2	105
1075338	1.989	1	730	96.5	59	74	-9999	0	2	105
1075339	1.989	0.973436658	730	64	72	66	-9999	0	2	105
1075340	1.989	0.954051817	730	93.9	74	66	-9999	0	2	105
1075341	1.989	1	730	132.1	64	70	-9999	0	2	105
1075342	1.99	0.98521579	730	114.4	106	71	-9999	0	2	106
1075343	1.99	1	730	99.9	107	66	-9999	0	2	106
1075344	1.99	1	730	118	111	64	-9999	0	2	106
1075345	1.99	1	730	107.5	68	59	-9999	0	2	106
1075346	1.99	0.957448502	730	75	130	63	-9999	0	2	106
1075347	1.99	0.955463928	730	81.9	128	64	-9999	0	2	106
1075348	1.9910001	0.994721603	730	153.5	99	70	-9999	0	2	107
1075349	1.9910001	0.966602155	730	101.2	94	58	-9999	0	2	107
1075350	1.9910001	0.957230748	730	91.3	83	62	-9999	0	2	107
1075351	1.9910001	0.974285142	730	74.5	91	66	-9999	0	2	107
1075352	1.992	0.992986406	730	89.3	75	63	-9999	0	2	108
1075353	1.992	0.951328601	730	71.7	84	56	-9999	0	2	108
1075354	1.993	0.967447597	730	63.6	94	63	-9999	0	2	109
1075355	1.993	0.980388628	730	99.4	119	63	-9999	0	2	109
1075356	1.993	0.967951892	730	104.1	80	37	-9999	0	2	109
1075359	1.994	0.973259959	730	52	19	63	-9999	0	2	110
1075360	1.994	0.954051817	730	75.7	20	66	-9999	0	2	110
1075361	1.994	0.999814045	730	50.1	21	56	-9999	0	2	110
1075362	1.994	0.961926887	730	61	29	41	-9999	0	2	110
1075363	1.994	1	730	114.9	83	25	-9999	0	2	110
1075364	1.994	0.982197098	730	111.2	84	12	-9999	0	2	110
1075365	1.994	1	730	90.8	86	58	-9999	0	2	110
1075366	1.994	1	730	98.9	79	25	-9999	0	2	110
1075367	1.994	1	730	100.5	77	63	-9999	0	2	110
1075368	1.994	0.968650737	730	105.6	70	63	-9999	0	2	110
1075369	1.994	1	730	101.7	62	55	-9999	0	2	110
1075370	1.994	1	730	96.8	64	53	-9999	0	2	110
1075371	1.994	1	730	76.7	75	57	-9999	0	2	110
1075372	1.994	1	730	102.6	52	25	-9999	0	2	110
1075373	1.994	0.952261327	730	89.1	43	58	-9999	0	2	110
1075374	1.994	0.960257944	730	84.1	87	56	-9999	0	2	110
1075375	1.994	1	730	66.5	119	47	-9999	0	2	110
1075376	1.994	0.963284782	730	57	80	55	-9999	0	2	110
1075377	1.994	1	730	112.2	110	66	-9999	0	2	110
1075378	1.994	1	730	72.2	79	63	-9999	0	2	110
1075379	1.994	0.98950234	730	84	87	67	-9999	0	2	110
1075380	1.994	1	730	70.7	122	42	-9999	0	2	110
1075381	1.994	1	730	91.3	104	63	-9999	0	2	110
1075382	1.994	0.998446822	730	88.6	118	60	-9999	0	2	110
1075383	1.994	0.99910575	730	87.5	84	62	-9999	0	2	110
1075384	1.994	0.975778681	730	102.6	88	63	-9999	0	2	110
1075385	1.997	0.989559604	730	95.7	89	56	-9999	0	2	113
1075386	1.997	0.990099353	730	114.1	63	59	-9999	0	2	113
1075387	1.997	0.990889569	730	124.1	87	71	-9999	0	2	113
1075388	1.997	0.995343655	730	76.9	81	72	-9999	0	2	113
1075389	1.997	0.992251492	730	103.5	81	71	-9999	0	2	113
1075390	1.997	1	730	111.9	85	68	-9999	0	2	113
1075391	1.997	1	730	126.2	68	60	-9999	0	2	113
1075392	1.997	0.978809234	730	102.2	71	20	-9999	0	2	113
1075393	1.997	0.954597015	730	73.1	93	71	-9999	0	2	113
1075394	1.997	1	730	62.3	83	55	-9999	0	2	113
1075395	1.997	1	730	66.4	78	55	-9999	0	2	113
1075396	1.997	1	730	63.2	89	25	-9999	0	2	113
1075397	1.997	0.978809234	730	80.1	78	62	-9999	0	2	113
1075398	1.997	0.992298398	730	78.4	73	59	-9999	0	2	113
1075399	1.997	0.980683067	730	61	86	21	-9999	0	2	113
1075400	1.997	1	730	69	71	63	-9999	0	2	113
1075401	1.997	1	730	106.1	87	64	-9999	0	2	113
1075402	1.997	0.96303442	730	103.8	75	27	-9999	0	2	113
1075403	1.997	1	730	111.8	101	64	-9999	0	2	113
1075404	1.997	0.997143564	730	98	99	44	-9999	0	2	113
1075405	1.997	0.960283308	730	102.6	103	55	-9999	0	2	113
1075406	1.997	0.954727845	730	111.3	115	58	-9999	0	2	113
1075407	1.997	0.954278294	730	144.1	116	62	-9999	0	2	113
1075408	1.997	0.98120607	730	98.3	116	51	-9999	0	2	113
1075409	1.997	0.974370717	730	107.3	118	60	-9999	0	2	113
1075410	1.997	0.980580116	730	105.6	122	62	-9999	0	2	113
1075411	1.997	1	730	69.1	118	25	-9999	0	2	113
1075412	1.998	0.955138295	730	63.6	73	75	-9999	0	2	114
1075413	1.998	1	730	86	81	74	-9999	0	2	114
1075414	1.998	0.951569477	730	88.7	87	75	-9999	0	2	114
1075415	1.998	1	730	66.3	93	63	-9999	0	2	114
1075416	1.998	0.950698144	730	89.2	109	58	-9999	0	2	114
1075417	1.998	1	730	111.6	94	63	-9999	0	2	114
1075418	1.998	0.986279356	730	105.5	96	55	-9999	0	2	114
1075419	1.998	1	730	105.4	104	74	-9999	0	2	114
1075420	1.998	1	730	102.2	108	66	-9999	0	2	114
1075421	1.998	1	730	108.7	109	63	-9999	0	2	114
1075422	1.998	0.978988756	730	127.4	106	66	-9999	0	2	14
1075423	1.998	1	730	115.4	94	74	-9999	0	2	114
1075424	1.998	1	730	125.9	97	72	-9999	0	2	114
1075425	1.998	1	730	135.3	97	60	-9999	0	2	114
1075426	1.998	1	730	88.9	88	55	-9999	0	2	114
1075427	1.998	1	730	90.9	110	60	-9999	0	2	114
1075428	1.998	0.97197161	730	85.6	81	78	-9999	0	2	114
1075429	1.998	0.955884785	730	129.7	102	72	-9999	0	2	114
1075430	1.998	1	730	72.2	84	62	-9999	0	2	14
1075431	1.998	1	730	94.3	111	63	-9999	0	2	114
1075432	1.998	1	730	127	110	56	-9999	0	2	114
1075433	1.998	0.960606815	730	130.2	105	54	-9999	0	2	114
1075434	1.998	0.985985805	730	98.5	84	20	-9999	0	2	14
1075435	1.998	0.95025525	730	98	110	62	-9999	0	2	114
1075436	1.998	1	730	89.3	99	37	-9999	0	2	114
1075437	1.998	0.96492233	730	109	106	63	-9999	0	2	114
1075438	1.998	0.971622971	730	115.7	107	60	-9999	0	2	114
1075439	1.998	1	730	102	107	72	-9999	0	2	114
1075440	1.998	1	730	100.5	89	60	-9999	0	2	114
1075441	1.998	0.994006811	730	118.5	90	66	-9999	0	2	114
1075442	1.998	1	730	152.8	107	75	-9999	0	2	114
1075443	1.998	0.953517766	730	76.3	98	72	-9999	0	2	114
1075444	1.998	1	730	101.2	99	66	-9999	0	2	114
1075445	1.998	1	730	116.8	95	70	-9999	0	2	114
1075446	1.998	0.981786656	730	124.9	91	71	-9999	0	2	114
1075447	1.998	0.963137387	730	139.7	97	68	-9999	0	2	114
1075448	1.998	1	730	71.7	84	55	-9999	0	2	114
1075449	1.998	0.965002412	730	101.6	94	62	-9999	0	2	114
1075450	1.998	0.962041129	730	99.6	90	74	-9999	0	2	114
1075451	1.998	1	730	99.4	90	63	-9999	0	2	114
1075452	1.998	1	730	102.3	76	64	-9999	0	2	114
1075453	1.998	1	730	108.9	87	62	-9999	0	2	114
1075454	1.998	1	730	99.4	82	58	-9999	0	2	114
1075455	1.998	0.992010689	730	90	87	12	-9999	0	2	114
1075456	1.998	1	730	71.1	73	53	-9999	0	2	114
1075457	1.998	0.954524853	730	151.5	94	64	-9999	0	2	114
1075458	1.998	1	730	89.1	76	55	-9999	0	2	114
1075459	1.998	1	730	90.8	75	59	-9999	0	2	114
1075460	1.998	0.988595436	730	95.9	75	64	-9999	0	2	114
1075461	1.998	0.954051817	730	98.3	110	63	-9999	0	2	114
1075462	1.998	0.96645475	730	98.7	99	62	-9999	0	2	114
1075463	1.998	1	730	114	95	27	-9999	0	2	14
1075464	1.998	0.992980106	730	105.2	101	49	-9999	0	2	114
1075465	1.998	1	730	97.1	98	25	-9999	0	2	114
1075466	1.998	1	730	99.9	90	62	-9999	0	2	114
1075467	1.998	0.987686794	730	125.7	94	60	-9999	0	2	114
1075468	1.998	1	730	98.2	102	66	-9999	0	2	114
1075469	1.998	1	730	95.8	105	63	-9999	0	2	114
1075470	1.998	0.966729572	730	120.4	104	64	-9999	0	2	114
1075471	1.998	1	730	99.9	112	74	-9999	0	2	114
1075472	1.999	0.964365595	730	94.7	93	56	-9999	0	2	115
1075473	2	0.961354595	730	75.9	60	62	-9999	0	2	116
1075474	2	0.964159334	730	69.1	53	52	-9999	0	2	116
1075475	2	1	730	66.3	54	70	-9999	0	2	116
1075476	2	1	730	92	86	66	-9999	0	2	116
1075477	2	1	730	97.1	82	60	-9999	0	2	116
1075478	2	1	730	129.5	90	58	-9999	0	2	116
1075479	2	1	730	63.1	55	49	-9999	0	2	116
1075480	2	0.967888047	730	106.9	80	64	-9999	0	2	116
1075481	2	1	730	88.6	66	58	-9999	0	2	116
1075482	2	1	730	106.3	64	66	-9999	0	2	116
1075483	2	1	730	97.2	98	66	-9999	0	2	116
1075484	2	0.956302117	730	63.7	32	45	-9999	0	2	116
1075485	2	0.950117375	730	68.2	85	63	-9999	0	2	116
1075486	2	1	730	87.8	82	58	-9999	0	2	116
1075487	2	1	730	82.5	72	59	-9999	0	2	116
1075488	2	1	730	69	55	59	-9999	0	2	116
1075489	2	0.998730464	730	89.5	86	44	-9999	0	2	116
1075490	2	0.97391773	730	85.3	81	70	-9999	0	2	116
1075491	2	0.9623474	730	76.4	87	54	-9999	0	2	116
1075492	2	0.953840482	730	67.7	83	60	-9999	0	2	116
1075493	2	1	730	114.8	86	45	-9999	0	2	116
1075494	2	0.990675761	730	71.6	90	25	-9999	0	2	116
1075495	2.007	0.983473805	730	91.2	92	85	-9999	0	2	123
1075496	2.007	0.968350208	730	93.5	92	70	-9999	0	2	123
1075497	2.007	1	730	67.8	90	70	-9999	0	2	123
1075498	2.007	1	730	67	85	79	-9999	0	2	123
1075499	2.007	1	730	67	85	76	-9999	0	2	123
1075500	2.007	1	730	51.8	75	85	-9999	0	2	123
1075501	2.007	1	730	52.4	72	85	-9999	0	2	123
1075502	2.007	0.979848492	730	63.5	33	55	-9999	0	2	123
1075503	2.0079999	1	730	74.3	30	64	-9999	0	2	124
1075504	2.0079999	0.977949059	730	61.9	31	68	-9999	0	2	124
1075505	2.0079999	0.983443307	730	25	30	74	-9999	0	2	124
1075506	2.0079999	1	730	52.3	30	66	-9999	0	2	124
1075507	2.0079999	0.99826905	730	42.4	30	74	-9999	0	2	124
1075508	2.0079999	1	730	28.3	7	64	-9999	0	2	124
1075509	2.0079999	1	730	30.3	16	72	-9999	0	2	124
1075510	2.0079999	1	730	50.7	16	74	-9999	0	2	124
1075511	2.0079999	1	730	19.6	28	74	-9999	0	2	124
1075512	2.0079999	1	730	25.3	2	74	-9999	0	2	124
1075513	2.0079999	1	730	27.3	12	74	-9999	0	2	124
1075514	2.0079999	1	730	42.7	32	62	-9999	0	2	124
1075515	2.0079999	1	730	2.7	-9999	64	-9999	0	2	124
1075516	2.0079999	1	730	17.2	5	74	-9999	0	2	124
1075517	2.0079999	1	730	24.1	-9999	74	-9999	0	2	124
1075518	2.01	1	730	31	14	64	-9999	0	2	126
1075519	2.01	0.976228696	730	32.4	16	76	-9999	0	2	126
1075520	2.01	0.978566618	730	12.7	-9999	59	-9999	0	2	126
1075521	2.01	1	730	38.7	19	58	-9999	0	2	126
1075524	2.017	0.972950225	730	33.9	24	64	-9999	0	2	133
1075525	2.017	0.958677893	730	51.3	22	71	-9999	0	2	133
1075526	2.0179999	1	730	22.1	38	62	-9999	0	2	134
1075527	2.0179999	0.952182902	730	57.8	12	82	-9999	0	2	134
1075562	1.998	0.951608446	730	176.6	38	36	-9999	0	2	114
1075563	1.998	1	730	57.1	22	37	-9999	0	2	114
1075586	1.9859999	1	730	71.5	60	54	-9999	0	2	102
1075587	1.9859999	1	730	76.2	67	45	-9999	0	2	102
1075588	1.9859999	1	730	68.7	69	55	-9999	0	2	102
1075589	1.9859999	0.969675352	730	89.4	102	44	-9999	0	2	102
1075590	1.9859999	1	730	86.6	26	62	-9999	0	2	102
1075591	1.9859999	1	730	55.1	38	64	-9999	0	2	102
1075592	1.9859999	1	730	85.3	48	66	-9999	0	2	102
1075593	1.9859999	1	730	63.7	47	63	-9999	0	2	102
1075594	1.9859999	1	730	71	41	56	-9999	0	2	102
1075595	1.9859999	1	730	84.3	12	44	-9999	0	2	102
1075596	1.9859999	0.99213315	730	101.1	65	58	-9999	0	2	102
1075597	1.9859999	0.998425512	730	43.1	42	66	-9999	0	2	102
1075598	1.9859999	1	730	56.7	45	67	-9999	0	2	102
1075599	1.9859999	1	730	109.3	55	67	-9999	0	2	102
